,smiles,ESOL,rd_8,rd_32,rd_64,rd_128,rd_512,rd_1024,rd_2048,rd_4096,rd_8192,rd_16384
1093,O=C2NC(=O)C1(CCCCCCC1)C(=O)N2,-2.982,2,2,3,1,5,5,5,5,1,4
1094,c1(C(C)(C)C)cc(C(C)(C)C)cc(OC(=O)NC)c1,-4.24,2,5,2,2,3,3,1,2,2,2
1095,Oc2cc(O)c1C(=O)CC(Oc1c2)c3ccc(O)c(O)c3,-3.62,3,5,5,5,3,4,5,4,3,5
1096,O=C(c1ccccc1)c2ccccc2,-3.12,2,2,3,2,2,2,2,4,2,1
1097,CCCCCCCCCCCCCCCCCCCC,-8.172,2,3,3,3,3,1,4,4,4,2
1098,N(Nc1ccccc1)c2ccccc2 ,-2.92,4,2,2,1,5,3,1,2,2,5
1099,CCC(CC)CO,-1.17,2,1,2,5,3,2,3,1,1,4
1100,Oc1ccncc1,1.02,2,2,1,3,1,2,1,3,4,1
1101,Cl\C=C/Cl,-1.3,3,3,1,4,3,2,3,4,1,5
1102,CC1CCCC1,-3.3,3,3,3,2,4,4,1,4,4,5
1103,CC(C)CC(C)O,-0.8,4,3,2,1,2,4,5,4,5,4
1104,O2c1ccc(N)cc1N(C)C(=O)c3cc(C)ccc23 ,-3.928,5,4,1,2,3,5,4,5,1,5
1105,CC(C)(C)CO,-0.4,1,2,5,4,4,3,1,2,1,2
1106,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n2cncn2,-3.61,5,1,5,3,4,3,4,4,2,3
1107,Cc1cc(no1)C(=O)NNCc2ccccc2,-2.461,5,4,1,5,3,1,2,4,3,1
1108,CC=C,-1.08,3,3,1,3,2,1,4,5,4,1
1109,Oc1ccc(Cl)cc1Cc2cc(Cl)ccc2O,-3.953,5,3,1,3,1,4,4,1,3,1
1110,CCOC(=O)Nc2cccc(OC(=O)Nc1ccccc1)c2 ,-4.632,2,5,1,2,2,2,1,1,4,5
1111,O=C1c2ccccc2C(=O)c3ccccc13,-5.19,5,4,5,2,4,3,3,3,1,4
1112,CCCCCCC(C)O,-2.09,4,3,1,1,4,4,5,2,2,3
1113,CC1=C(C(=O)Nc2ccccc2)S(=O)(=O)CCO1,-2.281,1,5,3,4,3,4,2,1,5,3
1114,CCCCc1ccccc1,-4.06,4,3,5,5,5,1,5,5,5,4
1115,O=C1NC(=O)C(=O)N1 ,-0.4,1,1,2,3,1,4,4,3,1,2
1116,COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1,-6.237,3,1,4,4,4,5,4,1,2,1
1117,NS(=O)(=O)c1cc(ccc1Cl)C2(O)NC(=O)c3ccccc23,-3.451,3,2,3,3,2,1,4,1,5,5
1118,CC(C)COC(=O)C,-1.21,4,4,4,2,1,5,5,4,4,2
1119,CC(C)C(C)(C)C,-4.36,1,4,2,4,4,2,5,2,2,2
1120,Clc1ccc(c(Cl)c1Cl)c2c(Cl)cc(Cl)c(Cl)c2Cl ,-7.66,2,4,4,3,5,4,5,2,2,5
1121,N#Cc1ccccc1C#N,-2.38,1,4,4,2,2,5,2,2,3,4
1122,Cc1cccc(c1)N(=O)=O,-2.44,5,3,3,5,4,3,5,3,5,1
1123,FC(F)(F)C(Cl)Br ,-1.71,3,3,4,2,5,1,1,1,2,2
1124,CNC(=O)ON=C(SC)C(=O)N(C)C,0.106,4,1,5,1,5,4,2,4,4,5
1125,CCSCCSP(=S)(OC)OC,-3.091,4,5,1,3,1,2,3,1,2,3
1126,CCC(C)C,-3.18,3,5,4,2,5,5,1,5,2,4
1127,COP(=O)(OC)OC(=CCl)c1cc(Cl)c(Cl)cc1Cl,-4.522,3,2,2,5,2,5,3,1,5,2
