,smiles,HIV,rd_8,rd_32,rd_64,rd_128,rd_512,rd_1024,rd_2048,rd_4096,rd_8192,rd_16384
232,O=C1N(Cl)C2(c3ccccc3)N(Cl)C(=O)N(Cl)C2(c2ccccc2)N1Cl,0.0,4,1,5,5,3,1,1,2,2,1
233,Nc1nc(N)nc(SCCOCCSc2nc(N)nc(N)n2)n1,0.0,2,5,1,2,1,5,3,5,3,1
234,NNC(=O)c1ccccc1SSc1ccccc1C(=O)NN,1.0,1,3,1,3,1,4,1,1,5,5
235,O=C(NN=Cc1ccc(Cl)cc1Cl)c1ccccc1SSc1ccccc1C(=O)NN=Cc1ccc(Cl)cc1Cl,1.0,1,2,4,2,4,4,1,4,3,5
236,CCCC1CC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC(O)C(C(=O)O)C(O)CC(=O)CC(O)CCCC(=O)CC(O)C(CC)C(=O)O1.O=S(=O)(O)O,0.0,2,2,1,3,2,4,5,3,2,4
237,O=c1c2ccccc2oc2cc([N+](=O)[O-])cc([N+](=O)[O-])c12,0.0,3,5,4,2,2,4,5,5,2,3
238,CC12CCC(C(=O)OC1=O)C2(C)C,0.0,5,5,5,5,4,1,5,2,3,5
239,C[Si](C)(CCC(=O)O)O[Si](C)(C)CCC(=O)O,0.0,3,3,3,4,5,1,1,5,5,2
240,O=[N+]([O-])c1ccc(SSc2ccc([N+](=O)[O-])cc2)cc1,0.0,5,1,2,3,1,2,3,2,1,2
241,COc1ccc(C2c3cc(OC)c(OC)cc3CC3C(=O)OCC32)cc1OC,0.0,3,1,1,2,2,4,4,2,2,3
242,O=S(=O)(O)C(Br)(Br)Br,0.0,5,4,5,3,5,4,3,2,5,1
243,O=C(O)c1ccc(S(=O)(=O)O)o1,0.0,2,2,3,5,2,3,2,4,5,3
244,S=c1[nH][nH]c(=S)s1,1.0,3,4,1,5,4,3,2,2,1,2
245,OCC(S)CS,0.0,1,3,2,4,4,4,2,5,4,3
246,O=C(O)C(O)(O)C(O)(O)C(=O)O,0.0,1,5,2,3,2,3,2,1,4,1
247,CC1=[O+][V-]2(=O)([O+]=C(C)C1)[O+]=C(C)CC(C)=[O+]2,0.0,3,1,2,5,4,1,3,2,1,3
248,CC1=[O+][Zr]234([O+]=C(C)C1)([O+]=C(C)CC(C)=[O+]2)([O+]=C(C)CC(C)=[O+]3)[O+]=C(C)CC(C)=[O+]4,0.0,5,5,3,1,3,5,5,2,5,1
249,CC(=O)Oc1ccc2c(c1)Oc1cc(OC(C)=O)ccc1C21OC(=O)c2ccccc21,0.0,3,5,4,2,4,2,3,5,2,3
250,N=c1[nH]ncs1,0.0,3,4,2,1,4,2,1,3,4,5
251,CN1CSC(=S)N(C)C1,0.0,1,4,3,2,3,3,3,1,3,1
252,CCCCC(CC)COS(=O)(=O)O,0.0,2,1,3,2,1,1,3,4,1,1
253,O=C1CSC(=O)N1c1ccccc1,0.0,4,1,2,3,4,1,4,1,1,1
254,O=C(O)C1=NN(c2ccc(S(=O)(=O)O)cc2)C(=O)C1N=Nc1ccc(S(=O)(=O)O)cc1,0.0,2,1,1,1,4,4,4,5,4,5
255,Oc1ccc(O)c([PH](c2ccccc2)(c2ccccc2)c2ccccc2)c1,0.0,3,1,5,2,5,1,2,5,1,5
256,CN(C)C(=S)SC(=S)N(C)C,0.0,3,5,5,5,1,2,5,3,4,2
257,O=Nc1ccc(N=O)cc1,0.0,3,1,4,5,3,5,3,2,5,4
258,O=c1oc(=O)c2cc3c(=O)oc(=O)c3cc12,0.0,3,5,5,3,1,1,2,5,4,2
259,S=C(SSSSC(=S)N1CCCCC1)N1CCCCC1,0.0,3,1,1,4,2,3,2,1,2,2
260,CC(C)S(=O)(=O)O,0.0,3,4,5,1,3,2,5,3,3,1
261,CCN(CC)C(=S)S,0.0,4,2,3,1,3,4,4,5,3,5
262,O=C1NS(=O)(=O)c2ccccc21,0.0,5,1,1,3,4,2,1,2,2,3
263,O=C1c2ccc(O)c(O)c2C(=O)c2c(O)ccc(O)c21,0.0,5,1,5,3,5,1,5,1,5,1
264,OCC1OC(n2cnc3c(Cl)ncnc32)C(O)C1O,0.0,4,5,3,4,4,5,1,3,1,4
265,Oc1ncc(S)c(O)n1,0.0,3,2,1,4,1,5,1,3,4,4
266,Cc1nc(N)c2cnn(C)c2n1,0.0,3,1,5,4,3,4,5,3,1,5
267,Cc1n[nH]c2c(N(C)C)ncnc12,0.0,2,2,1,4,2,1,1,4,3,2
268,Cc1cc(O)cc(C)c1Cl,0.0,2,3,4,4,4,1,2,3,3,4
269,CC(C)=C1C=C2CCC3C(C)(C(=O)O)CCCC3(C)C2CC1,0.0,2,4,2,3,1,1,4,3,3,5
270,CCN(CC)c1ccc(C(=C2C=CC(=[N+](CC)CC)C=C2)c2ccccc2)cc1.O=S(=O)(O)O,0.0,5,2,3,2,1,2,4,3,2,3
271,Cc1cc(-c2ccc(N=Nc3cc(S(=O)(=O)O)c4ccccc4c3N)c(C)c2)ccc1N=Nc1cc(S(=O)(=O)O)c2ccccc2c1N,1.0,2,5,1,1,1,4,1,1,1,5
272,O=Nc1ccc2ccccc2c1O,0.0,1,3,2,3,5,1,5,2,3,1
273,c1ccc(N2N=C3N(c4ccccc4)C2N3c2ccccc2)cc1,0.0,2,2,3,2,4,2,3,2,1,4
274,CN(C)c1ccc(C=C2SC(=S)NC2=O)cc1,0.0,4,5,3,4,4,4,5,1,1,3
275,Cc1ccc2nc(-c3ccc(N=NNc4ccc(-c5nc6ccc(C)c(S(=O)(=O)O)c6s5)cc4)cc3)sc2c1S(=O)(=O)O,0.0,1,5,3,5,2,1,1,3,2,2
276,O=C(N=Nc1ccccc1)NNc1ccccc1.O=C(NNc1ccccc1)NNc1ccccc1,0.0,1,5,1,4,1,5,4,3,3,2
277,Cc1cc(O)cc(O)c1N=Nc1ccc([N+](=O)[O-])cc1,0.0,2,3,1,5,1,2,5,4,5,2
278,Nc1ccc(N=Nc2ccc(C=Cc3ccc(N=Nc4ccc(N)c5ccccc45)cc3S(=O)(=O)O)c(S(=O)(=O)O)c2)c2ccccc12,0.0,1,2,1,3,5,1,5,1,4,3
279,Nc1ccc2ccccc2c1N=Nc1ccc(C=Cc2ccc(N=Nc3c(N)ccc4ccccc34)cc2S(=O)(=O)O)c(S(=O)(=O)O)c1,1.0,4,4,1,1,1,5,1,2,2,2
280,O=C(O)CC1OCC=C2CN3CCC45C6=CC(=O)C(=O)C([N+](=O)[O-])=C6NC4C1C2CC35,0.0,1,5,5,2,5,4,5,2,5,1
281,O=[N+]([O-])c1ccc([As](=O)(O)O)cc1,0.0,1,1,2,1,2,3,4,5,3,4
282,CC(C)c1cccc(C(C)C)c1O,0.0,4,4,1,4,5,1,2,1,3,3
283,CCCCCCCCCCCCCCC(C(=O)O)S(=O)(=O)O,0.0,4,5,1,1,1,3,2,5,5,1
284,O=c1c(-c2ccc(O)cc2)coc2cc(OC3OC(CO)C(O)C(O)C3O)cc(O)c12,0.0,3,5,2,1,2,5,1,5,1,2
285,Cc1c(O)ccc2c(O)c(NC(=O)c3ccc4c(c3)CCC(C)(C)O4)c(=O)oc12,0.0,1,2,5,5,2,1,5,5,3,2
286,C1CN2CCOB(O1)OCC2,0.0,4,5,5,5,4,3,4,4,5,3
287,CCO[Si](C)(OCC)OCC,0.0,2,3,1,5,3,1,2,4,1,4
288,CCCCOC(=S)SSC(=S)OCCCC,0.0,3,5,5,1,1,3,5,4,2,4
289,O=c1c2ccccc2c2ccc3c4ccc5c(=O)c6ccccc6c6ccc(c7ccc1c2c73)c4c56,0.0,1,5,4,3,1,4,3,4,3,3
290,CC[Sn](Cl)(CC)CC,0.0,5,2,5,2,1,3,4,3,1,2
291,Cc1cc(=O)oc2cc(O)cc(O)c12,0.0,5,5,3,3,1,2,3,3,3,3
292,COC(=O)c1ccccc1SSc1ccccc1C(=O)OC,0.0,1,4,4,5,3,2,5,2,3,3
293,COc1ccc2c(c1OC)C(=O)OC2C1c2c(cc3c(c2OC)OCO3)CCN1C,0.0,5,2,5,2,5,3,4,3,2,5
294,O=[N+]([O-])c1ccc(N=Nc2ccc(O)c3c(O)cc(S(=O)(=O)O)cc23)cc1S(=O)(=O)O,0.0,5,2,5,3,1,5,2,3,4,5
295,CCCC(C)SP(=S)(SC(C)CCC)SC(C)CCC,0.0,5,5,3,2,4,3,2,1,2,2
296,CCN(CC)CCCC(C)Nc1cc(-c2ccccc2)nc2ccc(OC)cc12.O=P(O)(O)O,0.0,2,4,1,2,1,1,1,2,2,2
297,CCCCCCCCCCCCCCCCCCN(C)C,0.0,4,2,4,3,5,3,1,5,2,4
298,CC1OC(OC2C(COc3cc(O)c4c(c3)OC(c3ccc(O)cc3)CC4=O)OOC(CO)C2O)C(O)C(O)C1O,0.0,4,2,4,1,2,3,5,5,4,4
299,O=Nc1ccc(O)cc1O,0.0,4,3,4,2,3,4,4,4,3,2
300,CCCCCCOP(OCCCCCC)OCCCCCC,0.0,1,4,5,1,4,5,2,2,5,3
301,CC(=NN=C(C)C1CC(CC(=O)O)C1(C)C)C1CC(CC(=O)O)C1(C)C,0.0,4,1,5,5,3,1,3,4,1,4
302,CCCCCCCCCCCCCCCC[N+](C)(C)CCN(Cc1ccc(OC)cc1)c1ncccn1,0.0,3,5,2,4,3,5,4,2,3,2
303,CCCCCCCCCCCCCCCCC(C(=O)O)S(=O)(=O)O,0.0,3,5,3,5,3,2,5,3,3,1
304,Nc1ccc2c(c1)N[Cu-3]1(Nc3cc(N)ccc3O1)O2,0.0,4,2,4,1,3,1,3,4,3,1
305,C1CCc2nnnn2CC1,0.0,3,3,5,3,2,3,1,3,1,1
306,CC1=[O+][Cu-3]2([O+]=C(C)CC(Nc3ccccc3)=[O+]2)[O+]=C(Nc2ccccc2)C1,0.0,2,2,3,4,3,2,5,2,1,2
307,O=[N+]([O-])c1ccc(S(=O)(=O)NN2CCOCC2)cc1,0.0,1,3,4,1,5,3,5,5,4,3
308,O=[N+]([O-])c1ccc(S(=O)(=O)NN=Cc2ccco2)cc1,0.0,4,5,2,1,2,4,1,2,1,5
309,O=[N+]([O-])c1ccc(S(=O)(=O)NN=C2CCCCC2)cc1,0.0,4,1,3,1,1,3,2,3,2,2
310,CC(=O)Nc1ccc(S(=O)(=O)NN=Cc2ccco2)cc1,0.0,2,4,5,4,2,5,3,5,3,4
311,CC(C=Cc1ccccc1)=NNS(=O)(=O)c1ccc([N+](=O)[O-])cc1,0.0,5,2,5,3,5,4,1,5,5,4
312,CC1CCCN1c1ccnc2cc(Cl)ccc12,0.0,4,4,4,2,4,4,2,1,2,3
313,CN(C)C(=O)N1CC[N+](C)([O-])CC1,0.0,1,2,5,4,1,2,2,2,5,1
314,Cc1ccc2oc(=O)ccc2c1,0.0,5,1,3,1,3,1,5,1,2,2
315,COc1cc(C)cc2c1OC(c1ccccc1)CC2=O,0.0,5,2,4,2,3,1,3,5,3,4
316,CC(=O)c1c(O)c(C)c(O)c2c1OC1=CC(=O)C(C(C)=O)C(=O)C12C,0.0,3,2,5,5,2,1,1,2,2,1
317,C=C1C(=O)OC(CCCCCCCCCCCCC)C1C(=O)O,0.0,3,4,1,4,4,4,1,1,3,4
318,CC(CCC(C)C(=O)O)C(=O)O,0.0,5,2,5,4,4,3,2,3,2,2
319,O=C(Nc1ccccc1)Nc1ccccn1,0.0,1,2,4,5,5,4,3,4,3,4
320,CC1CCCC2(C1)OCC(O)CO2,0.0,4,1,4,2,2,5,1,3,3,5
321,O=c1c2cc3c(=O)n(O)c(=O)c3cc2c(=O)n1O,0.0,2,4,2,1,3,2,5,2,2,3
322,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,0.0,3,5,4,5,5,2,1,1,1,2
323,CC(=NNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])c1ccccc1,0.0,2,4,3,4,2,4,1,5,4,4
324,CCCCC(CC)CO[Si](OCC(CC)CCCC)(OCC(CC)CCCC)OCC(CC)CCCC,0.0,4,1,1,4,1,3,1,4,1,4
325,O=C(O)C1C2OC3C(OC(=O)C31)C2Br,0.0,1,1,4,2,3,2,1,3,2,3
326,Cc1c(C(=O)O)c(O)cc2c1C(=O)c1c(O)c(OC3OC(CO)C(O)C(O)C3O)c(O)c(O)c1C2=O,1.0,1,1,1,1,5,1,1,3,4,3
327,CC1=CC(=C(c2cc(C)c(O)c(Br)c2)c2ccccc2S(=O)(=O)O)C=C(Br)C1=O,0.0,2,3,5,2,5,4,5,4,2,1
328,O=[N+]([O-])c1ccc(Cl)c([N+](=O)[O-])c1,0.0,4,3,1,1,3,2,5,4,5,5
329,O=C(O)c1cc(I)cc(I)c1O,0.0,5,3,5,3,5,1,1,4,4,4
330,NC(CO)(CO)CO,0.0,3,2,5,3,1,1,1,5,1,2
331,C=CCc1cc(-c2cc(CC=C)c(O)c(CN(CC)CC)c2)cc(CN(CC)CC)c1O,0.0,3,1,4,3,2,4,2,5,3,5
332,S=P(N1CC1)(N1CC1)N1CC1,0.0,1,5,3,5,2,1,2,5,2,4
333,CC(CCN1CCN(CCC(C)CC(C)(C)C)S1(=O)=O)CC(C)(C)C,0.0,4,2,3,1,3,1,3,2,2,2
334,O=C1NCCN1N=Cc1ccc([N+](=O)[O-])o1,0.0,5,1,1,4,5,2,4,5,3,1
335,CCCSP(SCCC)SCCC,0.0,4,5,5,2,1,5,1,5,5,1
336,CCCCOP(=S)(OCCCC)OCCCC,0.0,2,5,3,2,2,4,2,2,3,5
337,COP(=O)(OC)OC=C(Cl)Cl,0.0,4,2,5,4,1,4,4,5,5,5
338,CC(O)=C[PH](c1ccccc1)(c1ccccc1)c1ccccc1,0.0,4,3,4,3,3,5,4,5,1,3
339,CC(=O)C[PH](c1ccccc1)(c1ccccc1)c1ccccc1,0.0,5,5,3,3,3,2,1,1,3,3
340,OC(=C[PH](c1ccccc1)(c1ccccc1)c1ccccc1)c1ccccc1,0.0,3,4,3,2,5,1,5,5,2,1
341,O=C(C[PH](c1ccccc1)(c1ccccc1)c1ccccc1)c1ccccc1,0.0,1,2,5,2,3,1,5,5,4,3
342,O=C1CSC(=O)N1,0.0,5,2,3,5,2,3,2,3,2,1
343,S=C1SCCS1,0.0,3,2,4,1,4,2,5,5,2,2
344,OCC1(CO)CCCC(CO)(CO)C1O,0.0,2,3,5,5,2,3,2,5,4,5
345,CCCCCCC(=O)C(O)C(O)C(=O)CCCCCCCC(=O)O,0.0,1,3,2,5,2,5,1,2,2,4
346,Nc1cc(Cl)ccc1S,0.0,4,4,1,2,1,1,2,3,3,3
347,O=C1c2ccccc2C(=O)c2c1ccc(O)c2O,0.0,2,1,1,5,1,5,5,5,3,3
348,CCOc1ccc(N=Nc2ccc(N)cc2N)cc1,0.0,5,5,2,4,5,5,3,5,5,2
349,O=[N+]([O-])c1ccc2c(N=Nc3ccc4ccccc4c3O)c(O)cc(S(=O)(=O)O)c2c1,0.0,1,5,4,3,1,3,3,2,3,2
350,Cc1cc(C2(c3ccc(O)c(C)c3)OS(=O)(=O)c3ccccc32)ccc1O,0.0,3,4,3,2,3,2,4,2,4,1
351,O=C1c2ccccc2C(=O)c2c(Nc3cccc4c3C(=O)c3ccccc3C4=O)cccc21,0.0,4,4,2,3,2,4,2,2,1,5
352,O=S(=O)(O)c1cc2ccc1ccc1ccc(cc1S(=O)(=O)O)nnc1ccc(ccc3ccc(cc3S(=O)(=O)O)nn2)c(S(=O)(=O)O)c1,1.0,2,1,5,2,2,4,3,1,1,5
353,Nc1c(N=Nc2ccc(-c3ccc(N=Nc4cc(S(=O)(=O)O)c5ccccc5c4O)cc3)cc2)cc(S(=O)(=O)O)c2ccccc12,1.0,1,4,4,1,1,1,3,5,5,4
354,N=C(N)N.O=S(=O)(O)O,0.0,4,1,3,1,3,1,5,2,2,3
355,CC[N+]12CN3CN(CN(C3)C1)C2,0.0,2,2,4,4,1,2,2,5,2,2
356,O=C1C=C2CC3(O)COc4c(ccc(O)c4O)C3=C2C=C1O,0.0,2,5,2,3,4,4,4,5,1,2
357,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O,0.0,1,5,5,3,1,3,5,5,1,1
358,O=C1C[N+]23CC[N+]45CC(=O)O[Cu-5]24(O1)(OC(=O)C3)OC(=O)C5,0.0,2,5,2,4,1,5,1,5,5,3
359,OCCCN(CCO)CCN(CCCO)CCCO,0.0,3,1,1,3,4,2,2,4,2,2
360,Cc1nc(N)nc(N)c1-c1ccc(Cl)c(Cl)c1,0.0,1,4,5,3,5,3,4,2,5,2
361,O=S(c1ccccc1O)S(=O)c1ccccc1O,1.0,4,4,4,4,1,3,3,1,3,1
362,COc1c2c(cc3c1OCO3)C13C=CC(OC)CC1N(CC3)C2.[O-][Cl+3]([O-])([O-])O,0.0,4,4,3,1,5,4,3,5,3,3
363,CC1=C2C(=O)C3C(CC=C4CC(O)CCC43C)C2CCC12OC1CC(C)CNC1C2C,0.0,3,5,1,1,2,1,5,5,2,1
364,CC1OC(OC2C=C3CCC4C(CCC5(C)C(c6ccc(=O)oc6)CCC45O)C3(C)CC2)C(O)C(O)C1O,0.0,4,1,5,5,2,1,5,2,5,3
365,COC1CC(OC2CCC3(C=O)C4CCC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)OC(C)C1O,0.0,2,3,1,2,2,4,3,5,4,2
366,CC1OC(OC2C=C3CCC4C(CCC5(C)C(c6ccc(=O)oc6)CCC45O)C3(C)CC2)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1O,0.0,3,1,4,5,1,3,3,3,2,5
367,CCC(C)C(=O)OC1C(O)C2C(CN3CC(C)CCC3C2(C)O)C2CC34OC5(O)C(OC(=O)C(C)(O)CC)CCC3(C)C5C(OC(C)=O)C(OC(C)=O)C4C21O,0.0,3,5,1,2,4,3,1,5,2,3
368,Cc1cc(O)n2cnnc2n1,0.0,5,4,1,3,5,3,2,4,1,4
369,Nc1c2ccccc2nc2ccccc12,0.0,3,2,5,2,3,2,4,1,4,4
370,O=C1C2=C(C(=O)c3ccccc31)C(O)(S(=O)(=O)O)C(O)(S(=O)(=O)O)C1N=CC=CC21,0.0,3,1,1,4,5,4,1,5,3,5
371,CC(=O)C1C(=O)OC2C3C=CC(C3)C2C1=O,0.0,4,3,3,2,2,1,5,1,4,3
372,CC(C)(O)S(=O)(=O)O,0.0,1,1,3,2,4,1,5,3,2,2
373,CC(=O)Nc1ccccc1,0.0,3,1,1,5,2,3,3,1,2,2
374,[O-][N+]1=c2c([nH]c3ccccc23)=[O+][Cu-3]12[O+]=c1[nH]c3ccccc3c1=[N+]2[O-],0.0,1,3,3,5,5,1,1,4,3,4
375,C[n+]1ccccc1C=NO,0.0,1,5,4,5,4,2,1,3,2,5
376,COc1ccc(C(=O)c2ccccc2)c(O)c1,0.0,2,2,5,2,2,1,3,5,1,4
377,CCCCCCCCOC(=O)CC(C(=O)OCCCCCCCC)S(=O)(=O)O,0.0,4,5,5,3,1,3,3,4,5,4
378,CCCCCCCCCCCCCOC(=O)CC(C(=O)OCCCCCCCCCCCCC)S(=O)(=O)O,0.0,4,5,4,3,2,4,2,3,3,4
379,O=C1c2ccccc2C(=O)c2c1cc(S(=O)(=O)O)c(O)c2O,0.0,4,2,5,4,4,3,2,3,1,4
380,O=C(O)c1cc(N=Nc2cccc([N+](=O)[O-])c2)ccc1O,0.0,2,5,3,2,3,2,4,2,2,1
381,O=C1C=CC(=C(c2ccc(O)cc2)c2ccc(O)cc2)C=C1,0.0,1,3,5,3,2,5,2,3,2,4
382,O=S(=O)(O)c1ccc(N=Nc2cc(S(=O)(=O)O)c3ccccc3c2O)c2ccccc12,0.0,4,4,5,2,2,4,1,1,3,2
383,O=S(=O)(O)c1ccc(N=Nc2ccc(N=Nc3cccc4ccccc34)c(S(=O)(=O)O)c2)cc1,0.0,5,2,1,3,3,5,5,1,5,1
384,O=S1(=O)OC(c2cc(Cl)c(O)c(Br)c2)(c2cc(Cl)c(O)c(Br)c2)c2ccccc21,1.0,3,2,4,1,3,1,4,3,2,1
385,Cc1c(C2(c3cc(Br)c(O)c(Br)c3C)OS(=O)(=O)c3ccccc32)cc(Br)c(O)c1Br,0.0,3,3,4,1,2,3,5,5,3,2
386,O=S1(=O)OC(c2cc(Br)c(O)c(Br)c2)(c2cc(Br)c(O)c(Br)c2)c2ccccc21,0.0,5,3,4,1,4,5,5,4,2,3
387,Cc1c(C2(c3cc(C(C)C)c(O)c(Br)c3C)OS(=O)(=O)c3ccccc32)cc(C(C)C)c(O)c1Br,1.0,3,5,1,1,3,4,5,1,5,2
388,Nc1c(N=Nc2ccc([N+](=O)[O-])cc2)c(S(=O)(=O)O)cc2cc(S(=O)(=O)O)c(N=Nc3ccccc3)c(O)c12,0.0,3,4,1,1,4,5,2,4,4,4
389,O=S1(=O)OC(c2ccc(O)c(Cl)c2)(c2ccc(O)c(Cl)c2)c2ccccc21,0.0,5,3,2,4,4,1,3,1,4,2
390,O=S(=O)(O)c1cccc2c(N=Nc3ccc(N=Nc4ccc(Nc5ccccc5)c5c(S(=O)(=O)O)cccc45)c4ccccc34)cccc12,0.0,5,4,5,4,3,2,1,1,1,1
391,O=S(=O)(O)c1cc(S(=O)(=O)O)c2c(N=Nc3ccc(N=Nc4ccccc4)cc3)c(O)ccc2c1,0.0,5,5,5,3,2,4,4,1,2,1
392,N=C(N)NN.O=C(O)O,0.0,5,3,4,1,2,3,4,4,4,5
393,N=C(N)NCCCC(N)C(=O)O,0.0,5,1,2,2,5,5,2,3,3,3
394,CN(C)P(=O)(N(C)C)N(C)C,0.0,1,4,3,1,1,4,3,3,5,4
395,O=C1C=C2C(=CCOC2O)O1,0.0,3,3,4,4,2,2,5,2,5,2
396,O=C(O)C=CCCCCCCCCC(=O)O,0.0,3,1,2,3,2,2,2,4,2,1
397,CC(=O)C(C)(CCC(=O)O)CCC(=O)O,0.0,4,1,3,4,4,3,4,1,5,4
398,N#CNC(=N)NC#N,0.0,3,2,3,3,1,3,3,1,4,2
399,N#CN(CS(=O)(=O)O)C(=N)N,0.0,5,5,3,1,2,3,4,3,4,5
400,N=c1nc2[nH][nH]c(=N)n2c(=N)[nH]1,0.0,5,1,1,5,3,1,2,4,2,1
401,Nc1ccccc1SSc1ccccc1N,0.0,1,4,1,4,5,2,5,4,3,2
402,CC(C)(C)CC(C)(C)SSc1n[nH]c(=S)s1,0.0,5,4,4,5,5,3,5,4,5,4
403,CC(CN(C)C)Sc1nnc(SC(C)CN(C)C)s1,0.0,2,2,3,1,4,1,4,1,3,4
404,C=Cc1ccc(CC)cn1,0.0,4,4,3,1,2,3,5,3,5,1
405,O=C(O)c1cc(O)ccc1O,0.0,5,3,1,2,1,1,1,1,2,5
406,Oc1ccccc1C1SC(c2ccccc2O)SC(c2ccccc2O)S1,0.0,3,5,3,3,2,3,1,5,4,3
407,O=S(=O)(O)C(C(I)I)S(=O)(=O)O,0.0,1,4,5,3,4,2,3,4,1,2
408,O=S(=O)(O)CS(=O)(=O)O,0.0,1,5,4,1,4,1,4,4,4,2
409,O=C1C=C(O)C(=O)c2ccccc21,0.0,2,2,3,5,2,4,5,3,1,1
410,O=C1C(=C2Nc3ccc(S(=O)(=O)O)cc3C2=O)Nc2ccc(S(=O)(=O)O)cc21,0.0,5,5,5,4,3,2,5,3,5,4
411,Oc1ccc2c(c1)OCC1(O)Cc3cc(O)c(O)cc3C21,0.0,1,4,1,1,3,1,3,3,4,1
412,Oc1cc2c(cc1O)C1c3ccc(O)c(O)c3OCC1(O)C2,0.0,5,3,3,1,1,1,4,5,4,1
413,CC[n+]1c2ccc(C)cc2nc2c3ccccc3c(N)cc21,0.0,5,2,1,4,5,1,4,4,5,2
414,Cc1cc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc([N+](C)(C)C)cc2)ccc1N(C)C,0.0,3,5,1,2,1,5,4,3,1,2
415,CCN(CC)c1ccc(C(=C2C=CC(=[N+](CC)CC)C=C2)c2ccc(N(CC)CC)cc2)cc1,0.0,3,4,4,5,2,4,5,2,4,1
416,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,0.0,4,3,2,4,1,4,5,4,2,2
417,O=c1ccc2ccccc2o1,0.0,2,3,3,3,4,4,5,1,1,2
418,CN(C)P(=O)(OP(=O)(N(C)C)N(C)C)N(C)C,0.0,5,1,4,3,1,2,4,2,1,4
419,CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1,0.0,4,3,2,3,2,1,5,2,3,1
420,CCOP(=S)(OCC)Oc1ccc2c(C)c(Cl)c(=O)oc2c1,0.0,4,5,2,2,1,2,4,4,5,4
421,C=CS(=O)(=O)O,0.0,2,2,3,3,2,3,5,3,3,5
422,Ic1nc(-c2ccccc2)[nH]c1I,0.0,4,4,4,5,2,4,3,1,5,3
423,CC1(C)SSC(C)(C)SS1,0.0,1,2,1,1,4,4,3,3,1,2
424,CCCC(C(=O)OCC(C)N1CCCC1(C)C)C1CCCC1,0.0,4,5,3,3,4,4,5,3,2,2
425,O=C(OCCN1CCCC12CCCCC2)C(c1ccccc1)C1CCCC1,0.0,3,1,3,3,2,5,2,2,4,1
426,CC(=O)C1CCC2C1(C)CC1OC13C21C=CC2(CC(O)CCC23C)C2C(=O)OC(=O)C21,0.0,5,3,5,5,3,5,1,1,5,2
427,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COC(=O)CCC(=O)O,0.0,4,1,1,4,5,5,4,2,3,3
428,C[N+]1(CCC(C(N)=O)(c2ccccc2)c2ccccc2)CCCC12CCCCC2,0.0,5,4,4,5,1,1,1,1,5,2
429,COC1C(OC(=O)C=CC=CC=CC=CC(=O)O)CCC2(CO2)C1C1(C)OC1CC=C(C)C,1.0,1,5,4,3,4,5,4,3,3,1
430,CN(C)C1C(O)=C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)(O)C3C(O)C12,0.0,3,1,2,4,2,5,4,2,1,2
431,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,0.0,2,4,4,4,4,1,2,5,3,2
432,CC1OC(OCC2OC(Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1O,0.0,5,1,2,1,4,5,3,1,5,3
433,CC1OC(Oc2c(-c3ccc(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)C(O)C(O)C1O,0.0,1,2,4,5,5,2,3,4,1,2
434,CC1OC(OCC2OC(Oc3c(-c4ccc(O)cc4)oc4cc(OC5OC(C)C(O)C(O)C5O)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1O,1.0,3,5,2,5,4,5,1,1,5,3
435,CN(C)c1ccc2nc3c(ccc4ccccc43)[o+]c2c1,0.0,1,2,5,5,2,5,4,3,2,1
436,CCN(CC)CCCOP(=O)(OCCCN(CC)CC)OCCCN(CC)CC,0.0,3,4,1,2,4,3,3,3,3,2
437,Oc1nnc(O)c2c1[nH]c(=S)n2-c1ccccc1,0.0,3,4,4,3,3,4,2,4,1,1
438,Cc1cc(=O)oc2cc(O)ccc12,0.0,5,1,4,2,5,3,3,5,5,3
439,Cc1ncc2c(n1)NC(=O)NC2,0.0,4,2,5,5,5,3,1,5,5,3
440,O=C(O)CCCCCCCCCCCC(=O)O,0.0,2,2,4,5,2,3,5,5,1,2
441,O=S(=O)(O)c1ccc(NN(c2c(O)ccc3ccccc23)S(=O)(=O)O)cc1,0.0,3,4,2,3,2,4,5,5,2,3
442,Cc1cc(O)ccc1C1(c2ccc(O)cc2C)OS(=O)(=O)c2ccccc21,0.0,2,3,4,4,2,3,1,4,1,4
