SID,group,label_1a2,label_2c19,label_2c9,label_2d6,label_3a4,smiles
861075,training set,1,1,1,,1,O1c2c(OC1)ccc(C(=O)Nc3c4c([nH]c3C(OCC)=O)ccc(OC)c4)c2
861108,training set,0,0,0,0,0,OC1=C(C(N(C1=O)CCOCCO)c2cnccc2)C(=O)c3ccc(OCC)cc3
861145,training set,0,,0,0,0,S1(=O)(=O)N(C(=O)c2c1cccc2)CC(=O)N3CCC(CC3)C(=O)N
861256,training set,1,0,1,0,,O(c1cc2c(NC(=O)c3nonc3C)c([nH]c2cc1OC)C(OCC)=O)C
861400,training set,,1,,0,,S1c2n(N=C(c3cc(O)c(O)cc3)C1)c(nn2)-c4c(OC)cccc4
861403,training set,1,1,,,,Fc1cc(-c2[nH]nc(-c3cc(OC)c(OC)cc3)c2)c(O)cc1
861425,training set,1,,1,,1,O1c2c(OC1)ccc(C(=O)Nc3c4c([nH]c3C(OC)=O)cc(OC)cc4)c2
861468,training set,1,,1,0,1,s1c2n(nc1-c3ccc(cc3)C)c(nn2)-c4cc(OC)ccc4
861506,training set,1,1,,0,0,Oc1n(cnc2-c1nc3c2ccc(OC)c3)CCCOCC
861546,training set,,1,,0,1,Clc1cc(NC(=O)CSc2oc(nn2)CCNC(OC(C)(C)C)=O)ccc1
861552,training set,0,,1,0,,O1N(C(C2C1C(=O)N(C2=O)c3ccccc3)c4ccncc4)c5ccccc5
861598,training set,1,,1,0,,O=C(Nc1nn(c2nc3c(cc21)cccc3)CCC)CC(C)C
861630,training set,0,0,0,0,0,o1c(C(=O)Nc2nn(nn2)C)ccc1
861640,training set,,1,0,,1,S(c1n(c(nn1)-c2nccnc2)C)CC(=O)Nc3c(OCC)cccc3
861742,training set,1,0,0,0,,O(C(=O)c1[nH]c2c(c1NC(=O)c3nonc3C)cccc2)CC
861762,training set,1,1,1,1,1,Clc1ccc(-c2c([nH]nc2C)-c3c(O)cc(O)cc3)cc1
861767,training set,1,,,0,,S1c2n(N=C(c3ccc(OC)cc3)C1)c(nn2)-c4ccc(OCC)cc4
861781,training set,0,1,,0,,P(OCC(C)C)(=O)(C(O)c1c(F)cccc1)c2ccc(N(C)C)cc2
861833,training set,,,0,0,1,S(c1n(N)c(nn1)-c2cc(OC)c(OC)cc2)CC(=O)Nc3c(OC)ccc(c3)C
861895,training set,,1,1,,1,S(=O)(=O)(c1c2nc3c(nc2n(c1N)Cc4occc4)cccc3)c5ccccc5
861899,training set,1,1,1,1,1,Clc1ccc(-c2c([nH]nc2)-c3c(O)cc(O)cc3)cc1
861918,training set,1,1,1,0,1,S1c2n(N=C(c3ccc(OCC)cc3)C1)c(nn2)-c4c(OC)cccc4
861921,training set,1,1,1,1,1,O(c1cc2[nH]c3c(ncnc3N4CCN(CC4)Cc5cc6OCOc6cc5)c2cc1)C
861945,training set,1,1,1,0,,S1c2n(N=C(C(C)(C)C)C1)c(nn2)-c3cc(OC)ccc3
861962,training set,0,,0,,0,O=C(N)/C(=N\O)/c1ccccc1
862054,training set,0,,,,,O(C(=O)C(c1nc2c(nc1N3CCN(CC3)CC)cccc2)C#N)C4CCCCC4
862116,training set,1,0,0,0,1,O(c1cc2c(NC(=O)c3cc4OCOc4cc3)c([nH]c2cc1OC)C(OCC)=O)C
862310,training set,1,1,1,0,1,S(c1nc(nc2c1oc3c2cccc3)C)CC(=O)Nc4cc5OCCOc5cc4
862330,training set,0,,0,0,0,N1(CN=C(NC1)NC#N)CCc2ccccc2
862353,training set,0,,,0,0,O(C(=O)[C@@H](NC(=O)Nc1ccc(cc1)C(=O)C)C(C)C)C
862459,training set,1,0,,0,,O=c1n(cnc2n(c3nc4c(nc3c21)cccc4)-c5ccccc5)CCCOCC
862488,training set,0,0,0,0,0,O=C1N(c2c(C13N(C(=O)C(O)=C3C(=O)c4cc5OCCOc5cc4)CCCOC)cccc2)CCC
862506,training set,0,1,,1,,O=C(N1CCN(CC1)Cc2ccccc2)N[C@H](C(OC)=O)Cc3ccccc3
862611,training set,0,0,0,0,0,O=C(C=1C(N(C(=O)C1O)CCN(C)C)c2ccncc2)c3n4c(nc3C)c(ccc4)C
862646,training set,,1,1,,1,OC1=C(C(N(C1=O)CCCn2cncc2)c3ccc(OC(C)C)cc3)C(=O)c4oc(cc4)C
862672,training set,0,0,1,0,0,S(=O)(=O)(N)c1ccc(N2C(C(=C(O)C2=O)C(OCC)=O)c3ccc(OC)cc3)cc1
862891,training set,0,,0,,0,s1c(C(=O)C=2C(N(C(=O)C2O)CCN3CCOCC3)c4oc(cc4)C)c(nc1C)C
862915,training set,1,1,1,,1,O(C(=O)c1[nH]c2c(c1NC(=O)CN3c4c(CCC3)cccc4)ccc(c2)C)C
863009,training set,0,0,,0,,O=C(C=1C(N(C(=O)C1O)CCCn2cncc2)c3ccncc3)c4n5c(nc4C)cccc5
863013,training set,0,1,0,0,,O(C(=O)N1C(C(=O)NCCc2ccccc2)CCC1)C(C)(C)C
863043,training set,0,0,0,0,0,S(=O)(=O)(N[C@H](C(=O)N1CCC(CC1)C(=O)NCC(=O)O)C(C)C)c2ccc(cc2)C
863062,training set,0,1,1,0,,o1c(nc(c1NCCN2CCOCC2)C#N)-c3ccc(OCc4ccccc4)cc3
863141,training set,,0,0,0,0,O(C(=O)/C(/C(NCCCO)=N)=C(/OCC)\O)CC
863214,training set,,1,,0,0,Fc1ccc(COc2cc3c(OCC3=O)cc2)cc1
863281,training set,0,0,0,,0,s1c2n3c(n(c(=O)c2c4c1CN(CC4)C)-c5ccccc5)nnc3
863343,training set,0,,0,0,0,o1c(-c2nc3n(n2)cnc4n(ncc34)-c5c(cc(cc5)C)C)ccc1
863427,training set,0,0,,0,0,O=C(C=1C(N(C(=O)C1O)CCN2CCOCC2)c3cnccc3)c4n5c(nc4C)cccc5
863440,training set,0,,0,0,0,Clc1cc(C2N(C(=O)C(O)=C2C(=O)c3cc4c(OC(C4)C)cc3)CCN5CCOCC5)ccc1
863468,training set,0,,0,0,,OC1=C(C(N(C1=O)CCN2CCOCC2)c3ccc(OC)cc3)C(=O)c4cc5c(OC(C5)C)cc4
863479,training set,1,,,0,1,n1(ncc2c1ncn3nc(nc32)C)-c4cc(c(cc4)C)C
863506,training set,0,,0,1,,Brc1ccc(C(=O)CN2CCN(CC2)Cc3ccccc3)cc1
863576,training set,0,1,,,,S1(=O)(=O)CC2N(/C(/SC2C1)=N/C(=O)CCC)c3ccc(cc3)CC
863580,training set,0,,0,0,1,Fc1ccc(CCN2C(=O)/C(/C(=O)NC2=O)=C/NCCCN3CCOCC3)cc1
863663,training set,0,,,0,0,O=C(C=1C(N(C(=O)C1O)CCN2CCOCC2)c3ccncc3)c4n5c(nc4C)c(ccc5)C
863828,training set,,0,,0,,o1c(-c2n(c3c(n2)cccc3)C)ccc1CN4CCCCC4
863831,training set,1,1,,,1,Brc1oc(-c2nc3c([nH]2)ccc(NC(=O)c4occc4)c3)cc1
863964,training set,0,,0,,0,s1c2c(nc1NC3=NCN(CN3)CCOC)cccc2
863998,training set,1,1,,,0,Clc1ccc(C(=O)c2cc(n(c2)C)-c3n(c4c(n3)cccc4)C)cc1
864048,training set,1,1,1,0,,Brc1oc(-c2nc3c([nH]2)ccc(N4C(=O)c5c(C4=O)cccc5)c3)cc1
864131,training set,,,0,,,O=C1N(c2c(C1NC(=O)C)cc(OC)cc2)CCC
864189,training set,0,0,0,0,0,ON1C(C(=N(=O)C1(C)C)c2ccc(OCC)cc2)(C)C
864212,training set,1,0,,0,0,s1c(nnc1NC(=O)C)-c2c(OC)cccc2
864330,training set,1,,0,0,0,o1nc(nc1CCC(=O)N(C)C)-c2ccc(C(C)(C)C)cc2
864407,training set,1,,,0,0,o1nc(nc1CCC(=O)NC)-c2ccc(C(C)(C)C)cc2
864723,training set,,,,,1,s1c2n(nc1-c3cc4OCOc4cc3)c(nn2)Cn5c6c(nc5)cccc6
864964,training set,1,1,1,0,,O=c1n(c(nc2n(c3nc4c(nc3c21)cccc4)CCC5=CCCCC5)C)CCC
864977,training set,0,0,0,0,,OC1=C(C(N(C1=O)CCCOC)c2cnccc2)C(=O)c3c(cc(OC)cc3)C
865162,training set,1,1,,,,o1nc(nc1-c2cnccc2)-c3cc(OC)ccc3
865244,training set,,1,,,1,o1nc(nc1CCCC(=O)NCCc2ccccc2)-c3cc(OC)c(OC)cc3
865245,training set,,0,1,0,0,Oc1n2nc(c(c2nc(c1C#N)-c3ccccc3)-c4ccccc4)C
865579,training set,1,1,,0,,n1(c(nc2c1cccc2)-c3ccc(N(C)C)cc3)CC
865820,training set,1,1,,0,1,s1c(nn2c1nnc2)-c3cc(OC)c(OC)cc3
865913,training set,,1,,0,,Clc1sc(S(=O)(=O)Nc2c3c(n(c(c3C(OCC)=O)C)C)ccc2OC)cc1
866021,training set,0,1,,0,1,S(=O)(=O)(N(Cc1c(O)nc2c(c1)cccc2)C3CCCCC3)C
866042,training set,0,0,0,0,0,Oc1nc(N2CCN(CC2)c3ccccc3)nc(c1Cc4c5c(ccc4)cccc5)C
866054,training set,,0,0,0,0,S(=O)(=O)(N(Cc1c(O)nc2c(c1)cccc2)C)C
3711319,training set,,,,0,,Brc1cc2c(OC/C(/O)=C(\C(=N)C)/C#N)ncnc2cc1
3711343,training set,,,,0,1,S(=O)(=O)(N)c1cc2nc(SCc3c(onc3C)C)n(c2cc1)CCCC
3711413,training set,,0,0,0,0,s1c2N=C(N(P(=O)(N3CCOCC3)c2cc1C(OC)=O)C)c4ccccc4
3711555,training set,1,,1,,1,s1c(NC(=O)CSc2n(ccn2)C)c(cc1)C#N
3711650,training set,1,1,,0,1,S1(=O)(=O)N(c2c3c1cccc3ccc2)CC(=O)Nc4ccc(OC)cc4
3711783,training set,0,1,,0,,S(c1n(nnn1)-c2c(OCC)cccc2)CC(=O)Nc3noc(c3)C
3711919,training set,1,,,0,0,o1c(c(c2c1cccc2)COC)C(OCC(=O)N3C(C(=O)Nc4c3cccc4)(C)C)=O
3711926,training set,,0,,0,0,S(c1n(N)c(nn1)C2CC2)CC(=O)Nc3ccc(OC)cc3
3712006,training set,,,1,,,S(=O)(=O)(N1CCOCC1)c2sc(C3=C(c4ccccc4)COC3=O)cc2
3712042,training set,0,1,,0,0,S1(=O)(=O)CC(N(C(=O)CSc2n(-c3c(cc(cc3)C)C)ccn2)CC(C)C)CC1
3712054,training set,0,0,0,0,,S1(=O)(=O)CC2(N(C(SC2C1)=S)c3ncccc3)C
3712157,training set,0,1,,0,1,O=C1N(C(=O)NC1(c2ccccc2)C)CC(=O)c3c(OC)ccc(OC)c3
3712241,training set,0,1,1,0,1,S(=O)(=O)(N1c2c(CCC1)cccc2)c3ccc(cc3)C(OCC(=O)Nc4noc(c4)C)=O
3712252,training set,,,0,1,,O=C(NCC(N1CCCC1)c2ccc(OC)cc2)c3c4c(nc(O)c3)cccc4
3712307,training set,,1,1,0,,O(C(C(=O)c1ccccc1)c2ccccc2)C(=O)CNC(=O)c3occc3
3712312,training set,1,,,,,S(c1n(c(nn1)-c2sccc2)-c3ccccc3)CC(=O)N4CCCC4
3712355,training set,1,1,1,0,1,S(c1nc2nc(cc(c2c(O)n1)C(F)(F)F)-c3sccc3)CC(=O)NCc4occc4
3712357,training set,0,1,1,,1,s1c2c(c(c1NC(=O)CSc3nc([nH]n3)N)C#N)C=C(CC2(C)C)/C=C/c4oc(cc4)C
3712359,training set,1,0,0,0,0,n1(ncc2c1ncn3c2nnc3)-c4ccccc4
3712364,training set,1,1,,,1,O=C(NCc1occc1)c2c3nc4c(nc3n(c2N)Cc5ccc(OC)cc5)cccc4
3712414,training set,0,1,,0,1,O=C1N(C(=O)c2c1cccc2)CC(=O)c3c(n(c(c3)C)CC=C)C
3712461,training set,1,1,1,1,1,S(CC(=O)c1c(n(c(c1)C)CCc2ccc(F)cc2)C)c3sc(nn3)N
3712469,training set,,,,,0,S(=O)(=O)(N1CCCC1)c2c(OC)ccc(c2)C(=O)NCC(N3CCOCC3)c4ccc(F)cc4
3712474,training set,1,1,,0,1,s1c(N(C(=O)CN2C(=O)N(CC2=O)C)Cc3ccccc3)nc(c1C(OCC)=O)C
3712493,training set,1,1,,1,1,S1(=O)(=O)N(c2c3c1cccc3ccc2)C(C(=O)NCc4cc5OCOc5cc4)C
3712502,training set,1,1,1,0,,S(Cc1c(onc1C)C)CC(=O)N2CCN(c3c(c(ccc3)C)C)CC2
3712526,training set,0,0,,0,,O=C(c1c(C(=O)O)cccc1)c2c(O)c(ccc2)C
3712535,training set,1,1,1,,1,O/N=C\1/c2c(n[nH]c2CCCC)CC(C1)c3ccccc3
3712600,training set,1,1,,1,,S1C(Nc2c3c(ccc2)cccc3)=NCC1C
3712953,training set,1,1,,,1,o1c2c(c(OC)c(c(O)c2OC)-c3[nH]nc(c3)-c4cc(OC)c(OC)cc4)cc1
3712980,training set,0,,,0,0,Clc1c(nc(-n2nc(cc2C)C)cc1)C(=O)O
3713022,training set,0,,0,,1,S(=O)(=O)(N1CCN(C(=O)CSc2n(c(nn2)-c3sccc3)CC)CC1)c4ccccc4
3713065,training set,0,1,,0,1,S=P(c1n(ccn1)C=C)(c2n(ccn2)C=C)C3CCCCC3
3713238,training set,,,0,,0,S(=O)(=O)(N1CCOCC1)c2c(OC)ccc(c2)C(=O)Nc3c4c(C(=O)NC4=O)ccc3
3713259,training set,,,0,0,0,Oc1nc2c(c(c1)C)cccc2
3713263,training set,,0,0,0,0,O=C(Nc1ccccc1)/C=N/O
3713267,training set,,1,1,0,0,s1cc(CC(=O)N2CCN(CC2)C(OCC)=O)cc1
3713298,training set,,1,,,,s1c(nc(c1)-c2ccc(F)cc2)C3=C(N(CC3=O)CCCN4CCOCC4)N
3713398,training set,,1,,,1,S(c1n(c(nn1)Cc2ccccc2)-c3ccc(OCC)cc3)Cc4c(onc4C)C
3713399,training set,1,,0,0,0,s1c(nc(C(OCC)=O)c1)NC(=O)CCC
3713412,training set,,1,,0,,O(C(=O)c1c(Nc2c(c(ccc2)C)C)cccc1)CC(=O)N3CCOCC3
3713415,training set,,1,,0,1,O=C(NCC1OCCC1)c2c3nc4c(nc3n(c2N)-c5ccccc5)cccc4
3713645,training set,0,0,0,0,0,S1(=O)(=O)CC(N(C(=O)CSc2n3c(nn2)nc(cc3C)C)C)CC1
3713783,training set,0,0,0,0,0,S(c1c(C(=O)O)cccc1)CC(=O)NCc2occc2
3713968,training set,,0,,0,0,S1(=O)(=O)N=C2N(C=Nc3sc4c(c23)CCCC4)CC1
3713981,training set,1,1,,,,s1c2nc(nc(NCc3occc3)c2c4c1CCC4)C
3714062,training set,,,0,0,0,O1C(=O)C(NC(=O)COc2ccc(OCc3ccccc3)cc2)CC1
3714089,training set,1,1,1,,1,O=C(N1CCN(C2c3c(-c4c2cccc4)cccc3)CC1)c5nnc(O)c6c5cccc6
3714119,training set,0,1,,0,1,S(=O)(=O)(N1CCN(C(=O)C2Oc3c(OC2)cccc3)CC1)c4cc(c(cc4)C)C
3714198,training set,,0,,0,,S1C(=NCC1CSc2nc(O)ccn2)c3ccc(OC)cc3
3714248,training set,,,0,0,0,s1c(C(=O)N2CC(OC(C2)C)C)cc3c1CCC3
3714430,training set,,,,0,,FC(F)(F)Cn1c(c(cc1C)C(=O)CC#N)C
3714713,training set,,1,1,0,1,O(CC(=O)N1c2c(NC(=O)C1)cccc2)C(=O)c3cc(OCc4c(onc4C)C)ccc3
3714825,training set,,1,,0,,s1c2c(nc1NC(=O)c3cc4OCCOc4cc3)CCN(C2)CC
3714832,training set,1,1,1,,1,o1nc(c(c1C)C(=O)NCCc2c3c([nH]c2)cccc3)-c4ccccc4
3714876,training set,,1,1,0,0,S(C(c1ccc(cc1)C)CC(=O)c2occc2)CCO
3714911,training set,1,0,0,0,,S(c1n(/N=C/c2cc3OCOc3cc2)c(nn1)CCC)CC(=O)O
3714944,training set,0,0,,,0,s1c(C(=O)CCC(OCC(=O)N2CCN(C(=O)c3occc3)CC2)=O)ccc1
3715068,training set,1,1,1,0,1,O(C(=O)c1c(NC(=O)c2occc2)cccc1)CC(=O)c3[nH]c(c(c3C)C(OCC)=O)C
3715127,training set,0,,0,0,0,S1C(=NC(=O)C1CC(=O)Nc2cc(ccc2)C(=O)O)N3CCCCC3
3715149,training set,1,,1,1,1,S1c2n(N=C(c3ccc(cc3)CC)C1)c(nn2)-c4sccc4
3715280,training set,,,0,0,1,O(C1C(OCC1)=O)C(=O)CNC(=O)c2cc(OC)cc(OC)c2
3715298,training set,,0,0,0,0,O(C(=O)c1nnn(c1N)Cc2ccccc2)C
3715479,training set,,,,0,1,S(=O)(=O)(N(CCOC)CCOC)c1ccc(C(=O)c2n(ccn2)CCCC)cc1
3715494,training set,,1,1,,,S(=O)(=O)(NCc1occc1)c2ccc(cc2)C(OCC(=O)Nc3c(OC)cccc3)=O
3715559,training set,1,1,1,,1,o1c(nnc1COC(=O)c2cc3OCCOc3cc2)-c4ccccc4
3715599,training set,,1,,0,1,S1/C(/N(C(=O)C1)CC(=O)Nc2cc3c(cc2)CCC3)=C\C(OCC)=O
3715610,training set,0,0,0,0,,S(=O)(=O)(N1CCN(CC1)C(=O)COC(=O)CCc2nc3c(c(O)n2)cccc3)c4ccccc4
3715632,training set,1,,,0,0,Brc1[nH]nc2c1cccc2
3715648,training set,0,0,,0,,Brc1oc(C(=O)Nc2ccc(S(=O)(=O)Nc3onc(c3C)C)cc2)cc1
3715858,training set,1,1,,0,0,O(C(=O)Cn1nc(nn1)-c2ccccc2)Cc3ccccc3
3715879,training set,1,0,0,,0,n1(c2c(nc1N)cccc2)CC
3715881,training set,0,1,1,0,,S(=O)(=O)(N1CCN(CC1)c2ccccc2)c3cc(C(OCC(=O)NCc4occc4)=O)ccc3
3716051,training set,,0,,,,O=C(Nc1ccc(N2CCOCC2)cc1)c3c4c(nc(c3)C)cccc4
3716063,training set,1,1,,0,0,s1c2c(nc1NC(=O)c3noc(c3)C)ccc(c2)CC
3716276,training set,,0,0,0,0,S1(=O)(=O)CC(OC(=O)COc2ccc(cc2)CC)CC1
3716458,training set,,1,1,1,,S(=O)(=O)(N1CCC(C(=O)Nc2n(c3c(n2)cccc3)CCC)CC1)c4sccc4
3716536,training set,1,,0,0,0,n1c2c([nH]c1NC3=NCCC3)cccc2
3716539,training set,,1,1,,,Brc1oc(C(OCC(=O)Nc2ccc(S(=O)(=O)N(CC)CC)cc2)=O)cc1
3716641,training set,,,,0,0,S(=O)(=O)(N1CCOCC1)c2cc(C(=O)N(CC(=O)Nc3cc4OCCOc4cc3)CC)ccc2
3716661,training set,,,,1,0,S(=O)(=O)(c1cc(NC(=O)Nc2ccccc2)c(O)cc1)CC
3717051,training set,0,0,,0,0,O(c1c(OC)cc(cc1)C(=O)O)CC
3717322,training set,0,,0,,0,Clc1ccc(N2C(=O)C(N3CCN(CC3)CCc4ncccc4)CC2=O)cc1
3717397,training set,0,1,0,,,S(c1nn2c(n1)nc(cc2C)C)CN3C(=O)c4c(C3=O)cccc4
3717418,training set,,,,0,0,O(C1C(OCC1)=O)C(=O)Cc2cc(OC)c(OC)c(OC)c2
3717423,training set,1,,0,0,0,n1(ncc2c1ncnc2N)-c3ccccc3
3717473,training set,1,1,0,,0,Clc1cc2nc(SC3C(OCC3)=O)oc2cc1
3717536,training set,,1,,,,o1c(CNC(=O)NC(=O)CN2c3c(CC2)cccc3)ccc1
3717701,training set,1,,,0,0,S1(=O)(=O)N(c2c(-c3c1cccc3)cc(OC)cc2)C(=O)C
3717861,training set,1,1,0,0,1,Clc1c(sc2c1ccc(OC)c2)-c3ocnn3
3717913,training set,1,,0,0,0,Clc1ccc(NC(=O)COC(=O)c2ncc(nc2)C)cc1
3717932,training set,1,1,1,1,1,Clc1c(S(=O)(=O)N(CC)CC)cc(C(=O)Nc2ccncc2)cc1
3717948,training set,,0,,0,,S(=O)(=O)(Nc1nc2c(nc1N3CCN(CC3)C(=O)C)cc4OCCOc4c2)c5ccccc5
3717951,training set,,1,1,0,,Clc1ccc(CSc2sc(NC(=O)c3occc3)nn2)cc1
3717960,training set,,1,1,,1,O(CC(=O)/C=C/1\N(c2c(C1(C)C)cccc2)C)C(=O)Cn3nc(nn3)-c4ccccc4
4237473,training set,0,,,,0,O=C(N1CCC2(CN(C2)c3ccc(cc3)-c4ccccc4)CC1)c5ccc(OC)cc5
4237474,training set,1,,0,1,1,O(c1c(-c2nc3c(c(n2)NCc4ccccc4)cccc3)cccc1)C
4237475,training set,1,,0,,1,o1cc(-c2nc(Nc3ccncc3)c4c(n2)cccc4)cc1
4237476,training set,0,0,0,0,,O(C(=O)N1CCC2(CC1)CCN(CC2)c3ccccc3)c4ccccc4
4237478,training set,1,0,0,,1,O(c1cc(-c2cc3c(ncnc3NCCN4CCOCC4)cc2)ccc1)C
4237482,training set,1,1,,1,1,O1c2c(OC1)ccc(-c3c(ncnc3)NCc4ccccc4)c2
4237485,training set,1,,0,,,n1c(-c2c(cccc2)C)cc(nc1)N(C)C
4237486,training set,1,,0,,1,O(c1cc(-c2cc3c(ncnc3NCCOC)cc2)ccc1)C
4237487,training set,1,1,,1,1,O(c1cc2c([nH]cc2CCNc3nc(ncc3)-c4cocc4)cc1)C
4237488,training set,0,0,0,0,0,FC(F)(F)c1cc(C(F)(F)F)cc(c1)CN2CCC3(CC2)CCN(CC3)C(=O)COC
4237489,training set,1,1,0,,1,n1c(NCc2ccccc2)c(-c3ccc(N(C)C)cc3)cnc1
4237490,training set,1,1,1,,,O=C(N1CCC2(CN(c3cc(-c4ccccc4)ccc3)CCC2)CC1)C
4237491,training set,1,1,,1,1,o1nc(c(-c2cc3c(ncnc3NCCc4c5c([nH]c4)ccc(OC)c5)cc2)c1C)C
4237492,training set,1,0,0,0,0,o1nc(c(-c2ncnc(N(C)C)c2)c1C)C
4237493,training set,1,1,0,1,,o1c(CN(c2nc(nc3c2cccc3)-c4c(cccc4)C)C)ccc1
4237494,training set,,0,0,,,O=C(N(C)C)c1ccc(-c2nc(NCc3ccccc3)ccn2)cc1
4237495,training set,1,,0,,,Clc1c(-c2nc(N3CCNCC3)c4c(n2)cccc4)cccc1
4237497,training set,1,,,1,1,O1c2c(OC1)ccc(-c3cc4c(ncnc4NCc5c(OC)cc(OC)cc5)cc3)c2
4237498,training set,,0,0,0,1,Fc1ccc(Nc2ncncc2-c3ccc(cc3)C(=O)N(C)C)cc1
4237502,training set,,0,0,0,,O=C(N1CC2(C1)CCN(CC2)C(Oc3ccccc3)=O)Nc4ccccc4
4237504,training set,0,0,0,,0,N1(CCC2(CC1)CCNCC2)c3ccccc3
4237505,training set,,0,0,0,,Fc1cc(C(=O)N2CCC3(CC2)CCN(CC3)c4ccccc4)ccc1
4237506,training set,1,1,,,1,O(c1cc(-c2cc3c(ncnc3NC)cc2)ccc1)C
4237509,training set,0,0,0,0,0,O=C(N1C[C@@]2(CN(CCC2)C(=O)COC)CC1)Nc3ccccc3
4237512,training set,0,0,0,0,,o1c(C(=O)N2CCC3(CN(c4ccccc4)CCC3)CC2)ccc1
4237515,training set,0,0,0,,0,O=C(N1CCC2(CC1)CCN(CC2)Cc3ccccc3)C
4237516,training set,0,1,0,0,,O=C(N1CCC2(CN(c3ccccc3)CCC2)CC1)COC
4237517,training set,0,0,0,0,0,S(=O)(=O)(N1CCC2(CC1)CCN(CC2)C(=O)Nc3cc(ccc3)C#N)C
4237518,training set,1,0,0,0,,n1c2c(c(nc1)NC)cc(-c3c(cccc3)C#N)cc2
4237519,training set,,1,,,1,O(c1cc2c(c[nH]c2cc1)CCNc3nc(nc4c3cccc4)-c5ccc(cc5)C(=O)N(C)C)C
4237521,training set,1,,,,1,S(=O)(=O)(Nc1cc(-c2ncnc(NCc3c(OC)cc(OC)cc3)c2)ccc1)C
4237524,training set,1,,0,,,o1cc(-c2nc(Nc3ccccc3)c4c(n2)cccc4)cc1
4237525,training set,,0,,0,0,O=C(N1CCC2(CC1)CCN(CC2)Cc3ccc(cc3)C#N)c4ccc(OC)cc4
4237526,training set,1,0,0,0,,S(=O)(=O)(Nc1cc(-c2nc(NCCOC)ccn2)ccc1)C
4237527,training set,,,,1,0,O=C(N1CCC2(CCN(C(c3ccccc3)c4ccccc4)CC2)CC1)c5ccncc5
4237528,training set,0,0,0,,0,O=C(N1C[C@@]2(CN(CC2)c3ncccn3)CCC1)C
4237529,training set,1,0,,0,1,n1c2c(c(nc1-c3cc(ccc3)C#N)NCc4cnccc4)cccc2
4237530,training set,1,,0,,,o1nc(c(-c2nc(N(C)C)c3c(n2)cccc3)c1C)C
4237531,training set,,0,0,0,,Fc1cc(C(=O)N2C[C@@]3(CN(CC3)C(=O)Nc4cc(F)ccc4)CCC2)ccc1
4237532,training set,1,1,,,1,Clc1c(-c2nc(Nc3ccncc3)c4c(n2)cccc4)cccc1
4237534,training set,,0,0,,0,o1cc(-c2nc(NC3CCNCC3)c4c(n2)cccc4)cc1
4237535,training set,0,0,0,0,0,O(C(=O)N1CCC2(CN(C2)CC(C)C)CC1)c3ccccc3
4237536,training set,,,,1,,N1(CC2(CCC1)CCNCC2)c3ncccc3
4237537,training set,1,1,1,1,1,O(c1cc2c([nH]cc2CCNc3ncncc3-c4c(cccc4)C)cc1)C
4237538,training set,1,,0,1,1,s1c(CNc2nc(nc3c2cccc3)-c4c(OC)cccc4)ccc1
4237540,training set,1,1,0,,1,o1cc(-c2cc3c(ncnc3Nc4ccccc4)cc2)cc1
4237541,training set,1,0,0,0,,n1c(NCc2cnccc2)c(-c3c(cccc3)C#N)cnc1
4237542,training set,,,0,,,O=C(N(C)C)c1ccc(-c2nc(-n3cncc3)c4c(n2)cccc4)cc1
4237543,training set,0,0,0,,,FC(F)(F)c1cc(C(F)(F)F)cc(c1)CN2CC3(CCN(CC3)C(=O)c4cc(F)ccc4)CCC2
4237544,training set,1,1,,1,1,O(c1cc(-c2nc(NCc3c(OC)cccc3)ccn2)ccc1)C
4237545,training set,,0,0,0,,FC(F)(F)c1cc(C(=O)N2CCC3(CN(c4ncccc4)CCC3)CC2)cc(c1)C(F)(F)F
4237546,training set,,0,0,0,0,S(=O)(=O)(N1CCC2(CN(C(=O)Nc3ccccc3)CCC2)CC1)C
4237547,training set,,,0,0,,o1c(C(=O)N2CCC3(CN(C3)c4ccc(cc4)-c5ccccc5)CC2)ccc1
4237548,training set,0,,0,0,,S(=O)(=O)(N1CCC2(CC1)CN(CCC2)CC(C)C)c3ccccc3
4237550,training set,1,1,0,1,,o1c(CN(c2nc(ncc2)-c3cnccc3)C)ccc1
4237551,training set,1,,0,0,,o1nc(c(-c2cc3c(ncnc3NCCOC)cc2)c1C)C
4237554,training set,,,,0,0,FC(F)(F)c1cc(CN2CC3(C2)CCN(CC3)C(=O)COC)cc(c1)C(F)(F)F
4237556,training set,0,0,0,1,,s1nnc(C(=O)N2C[C@@]3(CN(CC3)CC(C)C)CCC2)c1
4237559,training set,1,1,0,,1,O(c1cc2c([nH]cc2CCNc3ncncc3-c4cnccc4)cc1)C
4237560,training set,,0,,0,0,O=C(N1CCC2(CN(C2)c3ccncc3)CC1)C
4237561,training set,,,0,,0,N1(C[C@]2(CC1)CNCCC2)c3ccc(cc3)-c4ccccc4
4237562,training set,1,0,0,,1,s1c(CNc2nc(nc3c2cccc3)-c4cc(ccc4)C#N)ccc1
4237563,training set,1,1,0,1,1,O(c1cc(-c2nc(-n3cncc3)ccn2)ccc1)C
4237564,training set,1,,,,1,n1c(N(C)C)c2c(nc1-c3cc(ccc3)C#N)cccc2
4237565,training set,,0,,0,,O(C(=O)N1CCC2(CN(C2)c3ncccn3)CC1)c4ccccc4
4237566,training set,0,0,0,1,,o1c(C(=O)N2CCC3(CN(C(=O)NC(C)C)CCC3)CC2)ccc1
