ID;Canonical_Smiles;hlm_clearance[mL.min-1.g-1];rlm_clearance[mL.min-1.g-1];mlm_clearance[mL.min-1.g-1];caco2_PAPP[10^-7cm/s];Set_hlm;Set_rlm;Set_mlm;Set_caco
CHEMBL2087239;COc1c2C(=O)N(CC(=O)c3ccccc3)c4ccccc4c2n(C)c1C(=O)NC5CCN(CC5)C(=O)CO;1;;11;;Test;;Train;
CHEMBL2086803;COc1c2C(=O)N(CC(=O)c3ccccc3)c4ccccc4c2n(C)c1C(=O)NCCN5CCOCC5;73;;237;;Train;;Train;
CHEMBL2087240;COc1c2C(=O)N(CCc3ccccc3)c4ccccc4c2n(C)c1C(=O)NC5CCN(CCO)CC5;72;;48;;Train;;Train;
CHEMBL2086801;CCOc1c2C(=O)N(CC(=O)c3ccccc3)c4ccccc4c2n(C)c1C(=O)NCCN5CCCC5;26;;155;;Train;;Train;
CHEMBL2086402;CCC(=O)CN1C(=O)c2c(OC)c(C(=O)NC3CCN(CCO)CC3)n(C)c2c4ccccc14;3;;1;;Train;;Train;
CHEMBL2086802;COc1c2C(=O)N(CC(=O)c3ccccc3)c4ccccc4c2n(C)c1C(=O)NCCN5CCCCC5;30;;192;;Test;;Train;
CHEMBL2086805;COc1c2C(=O)N(CC(=O)c3ccccc3)c4ccccc4c2n(C)c1C(=O)NC5CCN(CCO)CC5;6;;9;;Train;;Train;
CHEMBL2152098;C=CC(=O)NC1CCN(CC1)S(=O)(=O)c2ccc(cc2)C(=O)NCCc3ccccc3;595;;99;;Train;;Train;
CHEMBL2171079;CCOC(=O)c1c(O)c2ccc(OC)cc2nc1c3cccc(OCC)c3;5,7;;12;;Train;;Train;
CHEMBL2171080;CCCOc1cccc(c1)c2nc3cc(OC)ccc3c(O)c2C(=O)OCC;12;;39;;Test;;Ext;
CHEMBL2170866;COc1cc2nc(c3cccc(Oc4ccccc4)c3)c(C(=O)OCCCN5CCOCC5)c(O)c2cc1F;11;;24;;Train;;Test;
CHEMBL1092774;CCOC(=O)c1c(O)c2ccc(OC)cc2nc1c3cccc(OC)c3;5,7;;7,9;;Test;;Train;
CHEMBL2170889;CCOC(=O)c1c(O)c2cc(F)c(OC)cc2nc1c3cc(F)cc(OC)c3;56;;6,7;;Train;;Train;
CHEMBL2170888;CCOC(=O)c1c(O)c2cc(F)c(OC)cc2nc1c3cccc(Br)c3;1,2;;2,7;;Train;;Train;
CHEMBL1093726;CCOC(=O)c1c(O)c2ccc(OC)cc2nc1c3cccc(Cl)c3;3,4;;16;;Train;;Ext;
CHEMBL582392;CCOC(=O)c1c(O)c2ccc(OC)cc2nc1c3ccc4OCOc4c3;12;;12;;Train;;Train;
CHEMBL2170872;COc1cc2nc(c3cccc(Oc4ccccc4)c3)c(C(=O)OCCO)c(O)c2cc1F;4,8;;11;;Train;;Train;
CHEMBL2171078;CCOC(=O)c1c(O)c2ccc(OC)cc2nc1c3cccc(c3)c4ccccc4;5;;5,7;;Train;;Train;
CHEMBL2170887;CCOC(=O)c1c(O)c2cc(F)c(OC)cc2nc1c3cccc(Cl)c3;0,5;;4;;Train;;Train;
CHEMBL2181924;FCCCc1ccc2N(CCN3CCCCCC3)C(=O)Sc2c1;;0,18;0,55;;;Train;Train;
CHEMBL2181207;CCCN1CNc2cc(Nc3ccnc4cc(Cl)ccc34)ccc2C1;;121;219;;;Train;Train;
CHEMBL1085884;CN(C)C1(CCCc2ccc(cc2)C(C)(C)C)COC1;13;;580;;Train;;Train;
CHEMBL1084278;CN(C)CC1(CCc2ccc(cc2)C(C)(C)C)COC1;42;;383;;Train;;Train;
CHEMBL1083999;CN(C)CCCCc1ccc(cc1)C(C)(C)C;16;;417;;Train;;Train;
CHEMBL1084002;CN(C)CCC1(Cc2ccc(cc2)C(C)(C)C)COC1;6;;13;;Test;;Test;
CHEMBL1082730;CN(C)CCCCc1ccc(cc1)C2COC2;2;;27;;Train;;Train;
CHEMBL2204530;CN(c1ccc(F)c(NC(=O)c2cccc(OC(C)(C)C#N)c2)c1)c3ccc4nc(NC(=O)C)sc4n3;22;;25;;Test;;Train;
CHEMBL2204531;CN(c1ccc(F)c(NC(=O)c2cccc(OC(C)(C)C#N)c2Cl)c1)c3ccc4nc(NC(=O)C)sc4n3;45;;55;;Train;;Train;
CHEMBL2204532;CN(c1ccc(F)c(NC(=O)c2cccc(OC(C)(C)C#N)c2Cl)c1)c3ccc4nc(NC(=O)C5CC5)sc4n3;25;;32;;Ext;;Train;
CHEMBL3217230;CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N2C[C@H]3CCCN3C[C@H]2C(=O)N[C@@H]4CCC(=O)c5ccccc45;154;;161;;Train;;Test;
CHEMBL3215907;CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N2C[C@H]3CCCN3C[C@H]2C(=O)N[C@@H]4CCC(F)(F)c5ccccc45;130;;208;;Train;;Test;
CHEMBL3142652;CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N2C[C@H]3CCCN3C[C@H]2C(=O)N[C@@H]4CCOc5ccccc45;128;;116;;Train;;Test;
CHEMBL3217228;CN[C@@H](C)C(=O)N[C@@H](C1CCC(F)(F)CC1)C(=O)N2C[C@H]3CCCN3C[C@H]2C(=O)N[C@@H]4CCOc5ccccc45;82;;66;;Train;;Ext;
CHEMBL3217017;CN[C@@H](C)C(=O)N[C@@H](C1CCC(F)(F)CC1)C(=O)N2C[C@@H]3CCCN3C[C@H]2C(=O)N[C@@H]4CCOc5ccccc45;38;;2;;Train;;Train;
CHEMBL3216800;CN[C@@H](C)C(=O)N[C@H](C(=O)N1C[C@H]2CCCN2C[C@H]1C(=O)N[C@@H]3CCOc4ccccc34)c5ccccc5;90;;129;;Train;;Train;
CHEMBL3216575;CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N2C[C@H]3CCCN3C[C@H]2C(=O)N[C@H]4CCCc5ccccc45;236;;239;;Ext;;Train;
CHEMBL2316217;CCO[C@@H]1C[C@@H]2CN([C@@H](CN2C1)C(=O)N[C@@H]3CCOc4ccccc34)C(=O)[C@@H](NC(=O)[C@H](C)NC)C5CCC(F)(F)CC5;52;;40;;Train;;Train;
CHEMBL3215904;CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N2C[C@H]3CCCN3C[C@H]2C(=O)N[C@H](C)c4ccccc4;82;;115;;Test;;Train;
CHEMBL3216798;CN[C@@H](C)C(=O)N[C@@H](C1CCOCC1)C(=O)N2C[C@H]3CCCN3C[C@H]2C(=O)N[C@@H]4CCOc5ccccc45;15;;21;;Train;;Test;
CHEMBL3217229;CN[C@@H](C)C(=O)N[C@@H](C1CCC(F)(F)CC1)C(=O)N2C[C@H]3CC(F)(F)CN3C[C@H]2C(=O)N[C@@H]4CCOc5ccccc45;170;;147;;Ext;;Train;
CHEMBL3215905;CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N2C[C@H]3CCCN3C[C@H]2C(=O)N[C@@H]4CCCc5ccccc45;218;;232;;Train;;Train;
CHEMBL2349349;Oc1nc(cs1)c2cccc(NS(=O)(=O)c3cccs3)c2;24;;120;;Train;;Train;
CHEMBL2349361;Oc1nc(cs1)c2cc(NC(=O)c3cccs3)cc(NS(=O)(=O)c4cccs4)c2;18;;52;;Train;;Test;
CHEMBL2403108;CC(C)Oc1cc(C2CCNCC2)c(C)cc1Nc3ncc(Cl)c(Nc4ccccc4S(=O)(=O)C(C)C)n3;19;10;15;;Train;Train;Train;
CHEMBL2403849;CC(C)Oc1cc(C2CCN(C)CC2)c(C)cc1Nc3ncc(Cl)c(Nc4ccccc4S(=O)(=O)C(C)C)n3;17;4;15;;Train;Train;Test;
CHEMBL2403831;CC(C)Oc1nc(ncc1Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)C4CCNCC4;16;18;21;;Test;Train;Train;
CHEMBL2403842;CC(C)Oc1cc(C2CCN(CC2)C(=O)CN(C)C)c(C)cc1Nc3ncc(Cl)c(Nc4ccccc4S(=O)(=O)C(C)C)n3;46;21;45;;Train;Test;Train;
CHEMBL2403848;CC(C)S(=O)(=O)c1ccccc1Nc2nc(Nc3cc(C)c(cc3OC4CCC4)C5CCNCC5)ncc2Cl;15;15;15;;Train;Test;Ext;
CHEMBL2403836;CC(C)Oc1cc(C2CCN(CCO)CC2)c(C)cc1Nc3ncc(Cl)c(Nc4ccccc4S(=O)(=O)C(C)C)n3;15;14;15;;Train;Train;Train;
CHEMBL2403843;CC(C)Oc1cc(C2CCN(C)CC2)c(C)cc1Nc3ncc(C)c(Nc4ccccc4S(=O)(=O)C(C)C)n3;8;14;15;;Train;Test;Train;
CHEMBL2403845;CC(C)Oc1cc(ccc1Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)C4CCNCC4;15;15;15;;Train;Test;Train;
CHEMBL2425599;COC[C@@H](Oc1cc(C[C@@H]2CS(=O)C[C@H](N[C@H](C)c3cccc(c3)C(C)(C)C)[C@H]2O)cc(F)c1N)C(F)(F)F;600;;730;;Train;;Train;
CHEMBL2425617;[2H]C([2H])(N[C@H]1CS(=O)C[C@@H](Cc2cc(F)c(N)c(O[C@H](COC)C(F)(F)F)c2)[C@@H]1O)c3cccc(c3)C(C)(C)C;600;;530;;Train;;Train;
CHEMBL2425598;[2H]C([2H])(N[C@H]1CS(=O)C[C@@H](Cc2cc(F)c(N)c(O[C@H](COC)C(F)(F)F)c2)[C@@H]1O)c3cccc(c3)C(C)C;600;;660;;Train;;Train;
CHEMBL2425600;COC[C@@H](Oc1cc(C[C@@H]2CS(=O)C[C@H](NCc3cc(ccc3F)C(C)(C)C)[C@H]2O)cc(F)c1N)C(F)(F)F;400;;580;;Train;;Train;
CHEMBL2425603;COC[C@@H](Oc1cc(C[C@@H]2CS(=O)C[C@H](NCc3cccc(OC(C)C)c3)[C@H]2O)cc(F)c1N)C(F)(F)F;280;;190;;Test;;Train;
CHEMBL2425602;COC[C@@H](Oc1cc(C[C@@H]2CS(=O)C[C@H](NCc3cccc(c3)C(C)(C)O)[C@H]2O)cc(F)c1N)C(F)(F)F;40;;150;;Train;;Train;
CHEMBL2425607;COC[C@@H](Oc1cc(C[C@@H]2CS(=O)C[C@H](NCc3cc(ccn3)C(C)(C)C)[C@H]2O)cc(F)c1N)C(F)(F)F;140;;400;;Train;;Test;
CHEMBL2425601;COC[C@@H](Oc1cc(C[C@@H]2CS(=O)C[C@H](NCc3cccc(c3)C(C)(C)CO)[C@H]2O)cc(F)c1N)C(F)(F)F;80;;210;;Ext;;Train;
CHEMBL2425605;COC[C@@H](Oc1cc(C[C@@H]2CS(=O)C[C@H](NCc3cnn(CC(C)(C)C)c3)[C@H]2O)cc(F)c1N)C(F)(F)F;140;;380;;Train;;Ext;
CHEMBL2425612;COC[C@@H](Oc1cc(C[C@@H]2CS(=O)C[C@H](NCc3cccc(c3)C(C)(C)C)[C@H]2O)cc(F)c1N)C(F)(F)F;500;;480;;Train;;Test;
CHEMBL2425615;COC[C@@H](Oc1cc(C[C@@H]2CS(=O)C[C@H](N)[C@H]2O)cc(F)c1N)C(F)(F)F;190;;180;;Train;;Test;
CHEMBL2425606;COC[C@@H](Oc1cc(C[C@@H]2CS(=O)C[C@H](NCc3cc(CC(C)(C)C)on3)[C@H]2O)cc(F)c1N)C(F)(F)F;580;;510;;Train;;Train;
CHEMBL2425618;COC[C@@H](Oc1cc(C[C@@H]2CS(=O)C[C@H](NCc3cccc(c3)C(C)C)[C@H]2O)cc(F)c1N)C(F)(F)F;690;;550;;Train;;Test;
CHEMBL2425604;COC[C@@H](Oc1cc(C[C@@H]2CS(=O)C[C@H](NCc3cccc(OC(F)(F)F)c3)[C@H]2O)cc(F)c1N)C(F)(F)F;300;;180;;Test;;Train;
CHEMBL2424877;COc1ccc2ncc(F)c([C@@H](O)[C@H](O)[C@@H]3CC[C@H](CO3)NCc4cc5SCCOc5cn4)c2n1;30;;291;;Test;;Train;
CHEMBL2424883;COc1ccc2nccc(CC[C@@H]3CC[C@H](CO3)NCc4ccc5SCC(=O)Nc5n4)c2n1;347;;954;;Test;;Train;
CHEMBL2424836;COc1cnc2cccc([C@@H](O)[C@H](O)[C@@H]3CC[C@H](CO3)NCc4ccc5SCC(=O)Nc5n4)c2n1;45;;39;;Test;;Train;
CHEMBL2425157;Cc1ccc(cc1)n2nc(cc2NC(=O)Nc3ccc(cc3)c4ccc(N)nc4)C(C)(C)C;97;;83;;Train;;Train;
CHEMBL2425161;Cc1ccc(cc1)n2nc(cc2NC(=O)Nc3ccc(cc3)c4ccc(OCc5ccccc5)nc4)C(C)(C)C;101;;65;;Train;;Train;
CHEMBL2425153;Cc1ccc(cc1)n2nc(cc2NC(=O)Nc3ccc(cc3)c4ocnc4)C(C)(C)C;46;;36;;Train;;Test;
CHEMBL2425146;Cc1ccc(cc1)n2nc(cc2NC(=O)Nc3ccc(cc3)n4ccnc4)C(C)(C)C;58;;44;;Train;;Train;
CHEMBL2425154;Cc1ccc(cc1)n2nc(cc2NC(=O)Nc3ccc(cc3)n4cnnn4)C(C)(C)C;26;;36;;Train;;Train;
CHEMBL2425144;Cc1ccc(cc1)n2nc(cc2NC(=O)Nc3ccc(cc3)n4cnc5c(N)ncnc45)C(C)(C)C;202;;87;;Train;;Train;
CHEMBL2425155;Cc1ccc(cc1)n2nc(cc2NC(=O)Nc3ccc(cc3)c4nncn4C)C(C)(C)C;64;;31;;Train;;Train;
CHEMBL2425150;Cc1ccc(cc1)n2nc(cc2NC(=O)Nc3ccc(cc3)n4cncc4C)C(C)(C)C;119;;85;;Train;;Train;
CHEMBL2425159;COc1cc(OC)nc(n1)c2ccc(NC(=O)Nc3cc(nn3c4ccc(C)cc4)C(C)(C)C)cc2;28;;43;;Train;;Train;
CHEMBL2425156;Cc1ccc(cc1)n2nc(cc2NC(=O)Nc3ccc(cc3)c4cccnc4)C(C)(C)C;121;;96;;Test;;Train;
CHEMBL2425158;Cc1ccc(cc1)n2nc(cc2NC(=O)Nc3ccc(cc3)c4ccncc4)C(C)(C)C;104;;53;;Test;;Train;
CHEMBL2425151;Cc1ccc(cc1)n2nc(cc2NC(=O)Nc3ccc(cc3)c4csnn4)C(C)(C)C;146;;197;;Test;;Train;
CHEMBL2425148;Cc1ccc(cc1)n2nc(cc2NC(=O)Nc3ccc(cc3)c4nnc(S)n4C)C(C)(C)C;455;;124;;Train;;Train;
CHEMBL2425145;Cc1ccc(cc1)n2nc(cc2NC(=O)Nc3ccc(cc3)n4cnc(C)c4)C(C)(C)C;85;;75;;Train;;Train;
CHEMBL2425152;Cc1ccc(cc1)n2nc(cc2NC(=O)Nc3ccc(cc3)n4nnnc4C)C(C)(C)C;46;;60;;Train;;Test;
CHEMBL2425147;Cc1ccc(cc1)n2nc(cc2NC(=O)Nc3ccc(cc3)n4cnnc4)C(C)(C)C;98;;29;;Train;;Train;
CHEMBL2425149;Cc1ccc(cc1)n2nc(cc2NC(=O)Nc3ccc(cc3)n4cnc(Cl)c4Cl)C(C)(C)C;91;;114;;Train;;Test;
CHEMBL1232461;CCNC(=O)C[C@@H]1N=C(c2ccc(Cl)cc2)c3cc(OC)ccc3n4c(C)nnc14;7,33;1,45;0,53;;Train;Ext;Train;
CHEMBL2431090;Cc1noc2[C@H](CC(=O)N)N=C(c3ccc(Cl)cc3)c4c(C)c(C)sc4c12;5,5;27;140;;Train;Train;Train;
CHEMBL2441583;O[C@]1([C@H]2COCCC2=NN1C(=O)c3cccnc3)C(F)(F)F;15,7;;16,6;;Train;;Test;
CHEMBL2440133;Cn1cnc(c1)S(=O)(=O)N2N=C3CCCC[C@@H]3[C@@]2(O)C(F)(F)F;37,6;;28,3;;Train;;Train;
CHEMBL2441575;Nc1nc(cs1)C(=O)N2N=C3CCCC[C@@H]3[C@@]2(O)C(F)(F)F;13,6;;27,6;;Train;;Train;
CHEMBL2441580;O[C@]1([C@H]2CCCCCC2=NN1C(=O)c3ccncc3)C(F)(F)F;71,9;;169,6;;Ext;;Train;
CHEMBL2441574;Cc1ccc(cn1)C(=O)N2N=C3CCCC[C@@H]3[C@@]2(O)C(F)(F)F;19,2;;174,3;;Train;;Train;
CHEMBL2441571;Cn1cc(Br)c(n1)C(=O)N2N=C3CCCC[C@@H]3[C@@]2(O)C(F)(F)F;17,7;;101,1;;Train;;Ext;
CHEMBL2441572;O[C@]1([C@H]2CCCCC2=NN1C(=O)c3ccncc3)C(F)(F)F;21,4;;54,6;;Train;;Train;
CHEMBL2441570;Cc1cccc(C(=O)N2N=C3CCCC[C@@H]3[C@@]2(O)C(F)(F)F)c1O;352,4;;700;;Test;;Test;
CHEMBL2441576;Cn1cc(N)c(n1)C(=O)N2N=C3CCCC[C@@H]3[C@@]2(O)C(F)(F)F;5;;22,9;;Train;;Train;
CHEMBL2441577;Nc1occ(n1)C(=O)N2N=C3CCCC[C@@H]3[C@@]2(O)C(F)(F)F;6,1;;21,1;;Train;;Train;
CHEMBL3086126;C[C@@H]1CC[C@H](CC1)NC(=O)c2cc3c(Cl)cc(Cl)cc3[nH]2;10;30,5;3,4;;Train;Train;Train;
CHEMBL3086114;CC1(C)CCC(CC1)NC(=O)c2cc3c(Cl)cc(Cl)cc3[nH]2;59;139;13;;Train;Test;Train;
CHEMBL3086112;CC1(C)CCC(CC1)NC(=O)c2cc3c(F)cc(F)cc3[nH]2;3,4;87;132;;Ext;Train;Train;
CHEMBL3086113;FC1(F)CCC(CC1)NC(=O)c2cc3c(Cl)cc(Cl)cc3[nH]2;7,8;38,8;23;;Test;Train;Train;
CHEMBL3086072;CN(C)C(=O)Oc1cc2OC(=O)C(=C(C)c2cc1Cl)Cc3cccc(NS(=O)(=O)NCCN)c3;4;;2;;Train;;Train;
CHEMBL3086070;CONS(=O)(=O)Nc1cccc(CC2=C(C)c3cc(Cl)c(OC(=O)N(C)C)cc3OC2=O)c1;17;;34;;Train;;Train;
CHEMBL3086063;CN(C)C(=O)Oc1cc2OC(=O)C(=C(C)c2cc1Cl)Cc3cccc(N)c3;27;;59;;Ext;;Test;
CHEMBL3086073;CN(C)C(=O)Oc1cc2OC(=O)C(=C(C)c2cc1Cl)Cc3cccc(NS(=O)(=O)NCCC#N)c3;40;;31;;Train;;Train;
CHEMBL3086068;CN(C)C(=O)Oc1cc2OC(=O)C(=C(C)c2cc1Cl)Cc3cccc(NS(=O)(=O)C)c3;11;;41;;Train;;Train;
CHEMBL3086064;CN(C)C(=O)Oc1cc2OC(=O)C(=C(C)c2cc1Cl)Cc3cccc(NS(=O)(=O)N)c3;7;;8;;Train;;Ext;
CHEMBL3086076;CN(C)C(=O)Oc1cc2OC(=O)C(=C(C)c2cc1Cl)Cc3cccc(NS(=O)(=O)N4CCN(C)CC4)c3;101;;63;;Train;;Train;
CHEMBL3086066;CN(C)C(=O)Oc1cc2OC(=O)C(=C(C)c2cc1Cl)Cc3cccc(NS(=O)(=O)N(C)C)c3;32;;52;;Train;;Train;
CHEMBL3086075;COCCNS(=O)(=O)Nc1cccc(CC2=C(C)c3cc(Cl)c(OC(=O)N(C)C)cc3OC2=O)c1;51;;51;;Ext;;Train;
CHEMBL3086065;CNS(=O)(=O)Nc1cccc(CC2=C(C)c3cc(Cl)c(OC(=O)N(C)C)cc3OC2=O)c1;23;;21;;Train;;Train;
CHEMBL3086062;CN(C)C(=O)Oc1cc2OC(=O)C(=C(C)c2cc1Cl)Cc3ccccc3N;29;;49;;Test;;Train;
CHEMBL3086074;CN(C)C(=O)Oc1cc2OC(=O)C(=C(C)c2cc1Cl)Cc3cccc(NS(=O)(=O)NCCO)c3;32;;22;;Train;;Test;
CHEMBL3093579;CC1=CC=C(C(=O)Nc2ccc(Oc3ccc4nc(NC(=O)C5CC5)cn4c3)c(F)c2)C(=O)N1c6ccccc6;6;;10;;Train;;Train;
CHEMBL3093583;Fc1cc(NC(=O)C2=CC=CN(C2=O)c3ccccc3)ccc1Oc4ccc5nc(NC(=O)C6CC6)cn5n4;3;;11;;Train;;Train;
CHEMBL3093582;CC1=CC=C(C(=O)Nc2ccc(Oc3ccc4nc(NC(=O)C5CC5)cn4n3)c(F)c2)C(=O)N1c6ccccc6;11;;8;;Ext;;Train;
CHEMBL3093581;Fc1cc(NC(=O)C2=CC=CN(C2=O)c3ccccc3)ccc1Oc4ccc5nc(NC(=O)C6CC6)cn5c4;5;;15;;Train;;Test;
CHEMBL3091687;NCCCCN(C[C@H]1Cc2ccccc2CN1)[C@H]3CCCc4cccnc34;;35;64;;;Train;Train;
CHEMBL3104272;CC(=O)NCCSc1nc(N)nc(n1)c2c(Cl)cc3COCc4cccc2c34;19;;32;;Test;;Ext;
CHEMBL3104274;NC(=O)NCCSc1nc(N)nc(n1)c2c(Cl)cc3COCc4cccc2c34;13;;8,8;;Train;;Train;
CHEMBL3104281;C[C@H](CSc1nc(N)nc(n1)c2c(Cl)cc3COCc4cccc2c34)C(=O)N;53;;49;;Train;;Ext;
CHEMBL3104289;NC(=O)CCCSc1nc(N)nc(n1)c2c(Cl)cc3COCc4cccc2c34;14;;14;;Train;;Train;
CHEMBL3104285;CNC(=O)CCSc1nc(N)nc(n1)c2c(Cl)cc3COCc4cccc2c34;11;;24;;Train;;Test;
CHEMBL3104288;NC(=O)CSc1nc(N)nc(n1)c2c(Cl)cc3COCc4cccc2c34;11;;7,6;;Train;;Train;
CHEMBL3104283;Nc1nc(SC[C@@H]2CNC(=O)O2)nc(n1)c3c(Cl)cc4COCc5cccc3c45;40;;37;;Train;;Ext;
CHEMBL3104273;CS(=O)(=O)NCCSc1nc(N)nc(n1)c2c(Cl)cc3COCc4cccc2c34;26;;44;;Train;;Ext;
CHEMBL3104277;NC(=O)OCCSc1nc(N)nc(n1)c2c(Cl)cc3COCc4cccc2c34;24;;20;;Train;;Train;
CHEMBL3104278;NC(=O)CCSc1nc(N)nc(n1)c2c(Cl)cc3COCc4cccc2c34;13;;7;;Train;;Train;
CHEMBL3104287;Nc1nc(SCCC(=O)NCCO)nc(n1)c2c(Cl)cc3COCc4cccc2c34;8,7;;10;;Test;;Train;
CHEMBL3104280;CC(CSc1nc(N)nc(n1)c2c(Cl)cc3COCc4cccc2c34)C(=O)N;11;;15;;Test;;Train;
CHEMBL3104276;Nc1nc(SCCO)nc(n1)c2c(Cl)cc3COCc4cccc2c34;22;;18;;Train;;Train;
CHEMBL3104275;CN(C)CCSc1nc(N)nc(n1)c2c(Cl)cc3COCc4cccc2c34;30;;82;;Train;;Test;
CHEMBL3104286;CN(C)C(=O)CCSc1nc(N)nc(n1)c2c(Cl)cc3COCc4cccc2c34;30;;18;;Train;;Train;
CHEMBL1472460;NCC(=O)Nc1cccc(c1)C2=NN3C(=O)C=C(N=C3S2)N4CCNCC4;;2,83;0,684;;;Train;Train;
CHEMBL3114577;NCC(=O)Nc1cncc(c1)C2=NN3C(=O)C=C(N=C3S2)N4CCNCC4;23,2;54,9;89;;Train;Train;Test;
CHEMBL3114828;Cn1cc(CCN)c2C(=C3C(=NC=CS3(=O)=O)C(=O)c12)O;7;;7;;Train;;Train;
CHEMBL3114829;CNCCc1cn(C)c2C(=O)C3=C(C(=O)c12)S(=O)(=O)C=CN3;7;;7;;Test;;Ext;
CHEMBL3112612;CNCCc1c[nH]c2C(=O)C3=C(C(=O)c12)S(=O)(=O)C=CN3;17;;11;;Train;;Train;
CHEMBL3114830;NCCc1c[nH]c2C(=O)C3=C(C(=O)c12)S(=O)(=O)C=CN3;46;;68;;Test;;Train;
CHEMBL3234568;CN1CCN(CC1)c2cc(nc(n2)C(F)(F)F)N3CCC[C@H](C3)C(=O)NCCc4ccc(cc4)C#N;289;500;214;;Train;Train;Train;
CHEMBL3261514;NC(=O)c1sc(nc1c2ccc(Cl)cc2Cl)c3ccnc(N)n3;19;22;57;;Train;Ext;Test;
CHEMBL3261517;COc1ccc(c(Cl)c1)c2nc(sc2C(=O)N)c3ccnc(N)n3;43;99;155;;Test;Train;Train;
CHEMBL3259928;COc1cc(cc(SC)c1C(=O)N[C@]2(CCCN(C)C2)c3ccccc3)C(F)(F)F;19;;54;;Train;;Train;
CHEMBL3289813;CC(Oc1ccc2nc(N)n(CC(O)c3ccc(cc3Cl)C(F)(F)F)c2n1)C(F)(F)F;32;;19;;Train;;Train;
CHEMBL3289804;Nc1nc2cnccc2n1CC(O)c3ccc(Cl)cc3Cl;5;;41;;Train;;Train;
CHEMBL3289799;Nc1nc2ccccc2n1CC(O)c3ccc(Cl)cc3Cl;25;;213;;Test;;Test;
CHEMBL3289811;Nc1nc2ccc(OC3CCOC3)nc2n1CC(O)c4ccc(cc4Cl)C(F)(F)F;76;;90;;Ext;;Train;
CHEMBL3289806;CN1CCN(CC1)c2ccc3nc(N)n(CC(O)c4ccc(cc4Cl)C(F)(F)F)c3n2;21;;102;;Train;;Train;
CHEMBL3289807;Nc1nc2ccc(NCC(F)(F)F)nc2n1CC(O)c3ccc(Cl)cc3Cl;17;;87;;Train;;Train;
CHEMBL3289810;Nc1nc2ccc(OCC(F)(F)F)nc2n1CC(O)c3ccc(cc3Cl)C(F)(F)F;45;;21;;Train;;Train;
CHEMBL3289803;Nc1nc2ccc(cc2n1CC(O)c3ccc(cc3Cl)C(F)(F)F)C(F)(F)F;9;;62;;Test;;Train;
CHEMBL3289808;Nc1nc2ccc(nc2n1CC(O)c3ccc(Cl)cc3Cl)C4CC4;47;;130;;Ext;;Test;
CHEMBL2141887;CC(C)C(=O)Nc1ncc(s1)c2cc(nn2c3c(Cl)cccc3Cl)C(F)F;15;;34;;Train;;Train;
CHEMBL3347689;NC(=O)c1cccc(c1)c2ccc3c(c2)sc4c(N)ncnc34;5;;26;;Train;;Test;
CHEMBL3347683;CN1CCN(CC1)C(=O)Nc2cccc(c2)c3ccc4c(c3)sc5c(N)ncnc45;165;;27;;Train;;Train;
CHEMBL3347528;CCNC(=O)Nc1cccc(c1)c2ccc3c(c2)sc4c(N)ncnc34;24;;68;;Train;;Train;
CHEMBL3347694;Nc1ncnc2c3ccc(cc3sc12)c4cccc(c4)C(=O)NCC(=O)N5CCOCC5;68;;6;;Test;;Train;
CHEMBL3347669;Nc1ncnc2c3ccc(cc3sc12)c4cccc(NC(=O)N5CCCC5)c4;77;;56;;Train;;Train;
CHEMBL1836360;Nc1ncnc2c3ccc(cc3sc12)c4ccccc4;114;;839;;Train;;Train;
CHEMBL2070615;CCNC(=O)Nc1ncc(s1)c2cc(nc(n2)c3cnccn3)c4c(C)cc(OC)cc4C;5;;10;;Train;;Test;
CHEMBL1836361;Cn1c2cc(ccc2c3ncnc(N)c13)c4ccccc4;70;;572;;Train;;Train;
CHEMBL3347513;Nc1ncnc2c3ccc(cc3sc12)c4cccc(c4)C(=O)NCCc5cccnc5;116;;111;;Train;;Train;
CHEMBL3347507;Nc1ncnc2c3ccc(cc3sc12)c4cccc(c4)c5nn[nH]n5;5;;6;;Train;;Train;
CHEMBL3347370;COc1cccc2c(cn(CC3CCCCC3)c12)C(=O)N4C[C@@H](C)N(C)[C@@H](C)C4;270;;270;;Train;;Train;
CHEMBL3347369;COc1cccc2c(cn(CC3CCCCC3)c12)C(=O)N4CCN(C)[C@@H](C)C4;270;;270;;Train;;Train;
CHEMBL1464;CC(=O)CC(C1=C(O)Oc2ccccc2C1=O)c3ccccc3;2,775;;7,9;;Ext;;Ext;
CHEMBL3319436;CCCc1cc(ccn1)c2nc(cs2)c3ccnc(OC)c3;14,3;;297;;Train;;Train;
CHEMBL3319438;CCCc1cc(ccn1)c2nc(cs2)c3ccnc(OCCOC)c3;23;;170,4;;Train;;Train;
CHEMBL1824673;CCCc1cc(ccn1)c2nc(cs2)c3ccc(NS(=O)(=O)C)cc3;4,3;;28,84;;Train;;Train;
