,SID,group,label_1a2,label_2c19,label_2c9,label_2d6,label_3a4,smiles,scaffold
140,852680,training set,0.0,,,0.0,0.0,OC1=C(C(N(C1=O)CCCOC)c2ccncc2)C(=O)c3cc(c(OC(C)C)cc3)C,O=C1C=C(C(=O)c2ccccc2)C(c2ccncc2)N1
141,852761,training set,,1.0,1.0,1.0,1.0,S(=O)(=O)(N(C1CCCCC1)CC)c2ccc(S(=O)(=O)NCc3ccncc3)cc2,O=S(=O)(NCc1ccncc1)c1ccc(S(=O)(=O)NC2CCCCC2)cc1
142,852799,training set,1.0,1.0,1.0,0.0,0.0,O(C(=O)C=1C(NC(=O)NC1C)c2cocc2)CC,O=C1NC=CC(c2ccoc2)N1
143,852933,training set,0.0,1.0,,1.0,,Fc1ccc(C(N2CCN(C(=O)c3occc3)CC2)c4n(nnn4)CCC(C)C)cc1,O=C(c1ccco1)N1CCN(C(c2ccccc2)c2nnn[nH]2)CC1
144,852944,training set,,0.0,0.0,,0.0,Clc1ccc(CCNC(=O)c2n[nH]cn2)cc1,O=C(NCCc1ccccc1)c1nc[nH]n1
145,852985,training set,,,0.0,0.0,0.0,o1nc(cc1/C=C/c2ccccc2)C(OC)=O,C(=C/c1ccno1)\c1ccccc1
146,853124,training set,1.0,,0.0,1.0,,n1(c2c(nc1NCc3ccccc3)cccc2)CC=C,c1ccc(CNc2nc3ccccc3[nH]2)cc1
147,853133,training set,,0.0,0.0,0.0,0.0,O(C(=O)NC(C(=O)NCC1OCCC1)C)Cc2ccccc2,O=C(CNC(=O)OCc1ccccc1)NCC1CCCO1
148,853202,training set,1.0,1.0,,0.0,,n1(nnc2c1ncnc2N3Cc4c(CC3)cccc4)Cc5ccccc5,c1ccc(Cn2nnc3c(N4CCc5ccccc5C4)ncnc32)cc1
149,853212,training set,0.0,0.0,,,0.0,O(c1c(OC)ccc(C(=O)NC2CC3N(C(C2)CCC3)CC(C)C)c1)C,O=C(NC1CC2CCCC(C1)N2)c1ccccc1
150,853274,training set,1.0,,0.0,,,O(c1c(CC(c2nn[nH]n2)C(=O)Nc3c(ccc(c3)C)C)cccc1OC)C,O=C(Nc1ccccc1)C(Cc1ccccc1)c1nn[nH]n1
151,853296,training set,,,0.0,0.0,,s1c(N2CCN(c3n4ncnc4nc(c3)C)CC2)nc5c1cccc5,c1ccc2sc(N3CCN(c4ccnc5ncnn45)CC3)nc2c1
152,853361,training set,1.0,0.0,,0.0,,O1c2c(OCC1)cc(NC(=O)C(C)C)c(C(=O)c3ccccc3)c2,O=C(c1ccccc1)c1ccc2c(c1)OCCO2
153,853371,training set,,0.0,1.0,0.0,,s1c(C2N(C(=O)C(O)=C2C(=O)c3occc3)CCc4cc(OC)c(OC)cc4)ccc1,O=C(C1=CC(=O)N(CCc2ccccc2)C1c1cccs1)c1ccco1
154,853436,training set,0.0,0.0,0.0,0.0,,OC1=C2C(C(=C(N=C2CC(C1)(C)C)C)C(=O)N3CCOCC3)c4c(OC)cc(OC)cc4,O=C(C1=CN=C2CCCC=C2C1c1ccccc1)N1CCOCC1
155,853529,training set,1.0,1.0,1.0,0.0,0.0,Clc1cc(NC(OCCNC(OC(C)C)=O)=O)ccc1,c1ccccc1
156,853557,training set,1.0,,,,0.0,Oc1c(C2Nc3c4c(N2)cccc4ccc3)cccc1,c1ccc(C2Nc3cccc4cccc(c34)N2)cc1
157,853573,training set,1.0,,,,,Oc1c2c(ncc1)cccc2Cc3ccccc3,c1ccc(Cc2cccc3ncccc23)cc1
158,853614,training set,1.0,1.0,,1.0,,Oc1n2nc(c(c2nc3c1CCCC3)C)-c4ccc(cc4)C,c1ccc(-c2cc3nc4c(cn3n2)CCCC4)cc1
159,853696,training set,0.0,,,0.0,0.0,s1c(NC(=O)C2CCN(C(=O)NC3CCCCC3)CC2)nnc1CC,O=C(Nc1nncs1)C1CCN(C(=O)NC2CCCCC2)CC1
160,856259,training set,,0.0,0.0,0.0,0.0,Oc1nc(-n2nc(cc2C)C)nc(c1)C,c1cnc(-n2cccn2)nc1
161,856905,training set,,,0.0,0.0,0.0,Oc1nc(-c2ccccc2)cnn1,c1ccc(-c2cnncn2)cc1
162,856953,training set,0.0,1.0,0.0,0.0,0.0,S(=O)(=O)(n1nc(cc1C)C)Cc2ccccc2,O=S(=O)(Cc1ccccc1)n1cccn1
163,857056,training set,,1.0,,0.0,,O(c1nc(-n2nc(cc2C)C)nc(c1)C)c3ccc(cc3)C(OC)=O,c1ccc(Oc2ccnc(-n3cccn3)n2)cc1
164,857272,training set,1.0,1.0,1.0,,,O1c2c(C(C(=C1N)C#N)c3cnccc3)ccc(N(CC)CC)c2,C1=CC(c2cccnc2)c2ccccc2O1
165,857377,training set,1.0,1.0,0.0,1.0,,Brc1cc2c(NC(=O)CN3CCN(C4CCCCC4)CC3)c([nH]c2cc1)C(OC)=O,O=C(CN1CCN(C2CCCCC2)CC1)Nc1c[nH]c2ccccc12
166,857531,training set,0.0,1.0,1.0,0.0,,FC(F)(F)C(NC(=O)Nc1cc(OC)c(OC)c(OC)c1)(C(F)(F)F)CC,c1ccccc1
167,857679,training set,0.0,,,0.0,0.0,Sc1nc(O)c(nn1)Cc2ccccc2,c1ccc(Cc2cncnn2)cc1
168,857689,training set,0.0,0.0,0.0,0.0,0.0,O=C1C(=C(O)CC(c2ccc(OC)cc2)C1)/C=N/CCN3CCOCC3,O=C1CC(c2ccccc2)CC=C1/C=N/CCN1CCOCC1
169,857842,training set,1.0,,,0.0,,n1c2c(c(nc1NC(Nc3ccccc3)=N)C)cccc2,N=C(Nc1ccccc1)Nc1ncc2ccccc2n1
170,857973,training set,0.0,,,0.0,,S(C(C(=O)O)CC(=O)O)Cc1ccc(OCC)cc1,c1ccccc1
171,858164,training set,1.0,,0.0,0.0,0.0,O1c2c(OC1)ccc(C3CC(=O)NC3)c2,O=C1CC(c2ccc3c(c2)OCO3)CN1
174,858319,training set,1.0,1.0,1.0,,1.0,Fc1cc2nc([nH]c2cc1F)-c3ccncc3,c1ccc2[nH]c(-c3ccncc3)nc2c1
175,858323,training set,,,0.0,,0.0,O(Cc1ccccc1)CC/N=C/c2c(n(nc2)C)C,C(=N/CCOCc1ccccc1)\c1cn[nH]c1
176,858342,training set,0.0,0.0,,0.0,0.0,O=C\1N(C(=O)NC(=O)/C1=C\NCCN2CCOCC2)c3cc(OC)ccc3,O=C1NC(=O)N(c2ccccc2)C(=O)/C1=C/NCCN1CCOCC1
177,858418,training set,0.0,1.0,0.0,0.0,0.0,O=C\1N(C(=O)NC(=O)/C1=C\NCCN(C)C)CC=C,C=C1C(=O)NC(=O)NC1=O
178,858428,training set,0.0,0.0,0.0,0.0,,O=C\1N(c2c(cc(cc2C)C)C)C(=O)NC(=O)/C1=C\NCCN3CCOCC3,O=C1NC(=O)N(c2ccccc2)C(=O)/C1=C/NCCN1CCOCC1
179,858435,training set,0.0,1.0,,0.0,,S(c1n(nnn1)-c2ccccc2)C(CN3C(=O)CCC3)CN4CCOCC4,O=C1CCCN1CC(CN1CCOCC1)Sc1nnnn1-c1ccccc1
180,858440,training set,0.0,0.0,0.0,0.0,,O=C\1N(C(=O)NC(=O)/C1=C\NCCN2CCCCC2)CCCC,O=C1NC(=O)C(=CNCCN2CCCCC2)C(=O)N1
181,858457,training set,1.0,,0.0,,0.0,O(C(=O)C1C(C(NC1=O)C)c2ccccc2)CC,O=C1CC(c2ccccc2)CN1
182,858482,training set,1.0,1.0,1.0,0.0,0.0,O(c1nc(N2CCOCC2)nc(c1)C)c3ccc(-c4ccccc4)cc3,c1ccc(-c2ccc(Oc3ccnc(N4CCOCC4)n3)cc2)cc1
184,858593,training set,,1.0,0.0,0.0,0.0,O(c1c(OC)ccc(c1)CC(=O)NCc2ncccc2)C,O=C(Cc1ccccc1)NCc1ccccn1
185,858595,training set,1.0,1.0,1.0,1.0,1.0,N1(c2nc(nc3c2cccc3)-c4ccncc4)C(CCCC1)C,c1ccc2c(N3CCCCC3)nc(-c3ccncc3)nc2c1
186,858631,training set,1.0,1.0,1.0,,1.0,Clc1cc(-c2n[nH]cc2C(=O)c3ccc(cc3)C)c(O)cc1,O=C(c1ccccc1)c1c[nH]nc1-c1ccccc1
187,858640,training set,0.0,0.0,0.0,0.0,0.0,S(c1nc(Oc2nnc(O)cc2)nc(n1)N(C)C)C,c1cnnc(Oc2ncncn2)c1
188,858756,training set,0.0,,0.0,,,S(c1nc2c(c(c1C#N)-c3occc3)CCCC2)CC(=O)Nc4cc(OC)ccc4,O=C(CSc1cc(-c2ccco2)c2c(n1)CCCC2)Nc1ccccc1
189,858812,training set,1.0,1.0,1.0,0.0,,Clc1ccc(-c2nc(N)c(c(-c3cc(oc3)C)c2)C#N)cc1,c1ccc(-c2cc(-c3ccoc3)ccn2)cc1
190,858981,training set,0.0,,0.0,1.0,0.0,S(=O)(=O)(N1CCC(N2CCCCC2)CC1)c3ccc(OC)cc3,O=S(=O)(c1ccccc1)N1CCC(N2CCCCC2)CC1
191,859001,training set,0.0,,,0.0,0.0,o1c(nnc1-c2occc2)-c3ccc(NC(=O)COc4ccccc4)cc3,O=C(COc1ccccc1)Nc1ccc(-c2nnc(-c3ccco3)o2)cc1
192,859105,training set,0.0,,0.0,0.0,,Clc1ccc(C(=O)C=2C(N(C(=O)C2O)CCN3CCOCC3)c4c(OC)cc(OC)cc4)cc1,O=C(C1=CC(=O)N(CCN2CCOCC2)C1c1ccccc1)c1ccccc1
193,859218,training set,,1.0,1.0,,0.0,O(C(=O)C(c1nc2c(nc1N3CCN(CC3)Cc4ccccc4)cccc2)C#N)C(C)C,c1ccc(CN2CCN(c3cnc4ccccc4n3)CC2)cc1
194,859244,training set,0.0,,0.0,,0.0,O(CC(=O)N1CCC(N2CCCCCC2)CC1)c3cc(ccc3)C,O=C(COc1ccccc1)N1CCC(N2CCCCCC2)CC1
195,859331,training set,1.0,,,,,s1c2nc(c3c(c2c(N)c1C#N)CCCC3)C,c1cc2c3c(cnc2s1)CCCC3
196,859361,training set,,0.0,,,,O1C2=C(C(c3c1nc4c(c3)cccc4)C(C#N)C#N)C(=O)CC(C2)(C)C,O=C1CCCC2=C1Cc1cc3ccccc3nc1O2
197,859536,training set,,,,0.0,0.0,O(C1(OC)N=C(NC(=O)Nc2ccccc2)C3(C1(C3c4ccccc4)C#N)C#N)C,O=C(NC1=NCC2C1C2c1ccccc1)Nc1ccccc1
198,859689,training set,0.0,1.0,0.0,0.0,,S(=O)(=O)(NCCSc1n(nnn1)C)c2ccc(cc2)C,O=S(=O)(NCCSc1nnn[nH]1)c1ccccc1
199,859703,training set,0.0,,,0.0,1.0,o1c(nnc1-c2occc2)-c3ccc(NC(=O)c4cc(OC)ccc4)cc3,O=C(Nc1ccc(-c2nnc(-c3ccco3)o2)cc1)c1ccccc1
200,859733,training set,1.0,1.0,,,,Clc1ccc(-c2oc(NC)c(n2)C#N)cc1,c1ccc(-c2ncco2)cc1
201,859751,training set,1.0,,,0.0,,Fc1ccc(-c2oc(N3CCCC3)c(n2)C#N)cc1,c1ccc(-c2ncc(N3CCCC3)o2)cc1
202,859761,training set,1.0,0.0,,0.0,,s1c(-c2oc(NC)c(n2)C#N)ccc1,c1csc(-c2ncco2)c1
203,859796,training set,0.0,1.0,1.0,0.0,,O=C(Nc1ccc(Nc2ncnc3n(ncc32)-c4ccccc4)cc1)C,c1ccc(Nc2ncnc3c2cnn3-c2ccccc2)cc1
204,859865,training set,0.0,1.0,1.0,0.0,,Clc1ccc(CC(=O)Nc2cc(-c3oc(nn3)-c4occc4)ccc2)cc1,O=C(Cc1ccccc1)Nc1cccc(-c2nnc(-c3ccco3)o2)c1
205,859874,training set,0.0,,0.0,0.0,0.0,S(C(C(=O)O)CC(=O)O)Cc1ccc(OCCC)cc1,c1ccccc1
206,859883,training set,0.0,,0.0,0.0,0.0,O1CCN(CCCNc2ncnc3n(ncc32)-c4ccccc4)CC1,c1ccc(-n2ncc3c(NCCCN4CCOCC4)ncnc32)cc1
207,859900,training set,1.0,1.0,,0.0,0.0,O1c2c(N3c4c1cccc4CCC3C)cc(c(c2)C#N)C#N,c1ccc2c(c1)Oc1cccc3c1N2CCC3
208,859914,training set,1.0,1.0,1.0,,1.0,s1c(-c2oc(NCc3ccccc3)c(n2)C#N)ccc1,c1ccc(CNc2cnc(-c3cccs3)o2)cc1
209,859949,training set,,1.0,1.0,,1.0,o1c(nnc1-c2occc2)-c3cc(NC(=O)Cc4ccc(OC)cc4)ccc3,O=C(Cc1ccccc1)Nc1cccc(-c2nnc(-c3ccco3)o2)c1
212,859990,training set,1.0,1.0,,0.0,0.0,Sc1n(nc(n1)-c2ccccc2)-c3ccccc3,c1ccc(-c2ncn(-c3ccccc3)n2)cc1
213,860043,training set,0.0,1.0,,0.0,0.0,O=C(c1c(c(n(NC(=O)c2ccncc2)c1C)C)C(=O)C)C,O=C(Nn1cccc1)c1ccncc1
214,860091,training set,0.0,0.0,0.0,0.0,0.0,S(c1nc(O)c(c(O)n1)Cc2ccccc2)C,c1ccc(Cc2cncnc2)cc1
215,860103,training set,,,1.0,0.0,0.0,O=C1N(C(=O)c2c1cccc2)CCCC3C(=O)CC(CC3=O)(C)C,O=C1CCCC(=O)C1CCCN1C(=O)c2ccccc2C1=O
216,860146,training set,0.0,,0.0,0.0,0.0,Oc1c(CNn2cnnc2)cccc1,c1ccc(CNn2cnnc2)cc1
217,860163,training set,1.0,,0.0,0.0,,O/N=C(/c1cc2c([nH]cc2)cc1)\C,c1ccc2[nH]ccc2c1
218,860196,training set,,1.0,1.0,,,Fc1ccc(C2N(C(=O)c3c(N2)cccc3)Cc4occc4)cc1,O=C1c2ccccc2NC(c2ccccc2)N1Cc1ccco1
219,860207,training set,,1.0,1.0,0.0,1.0,S(c1n(c(nn1)-c2ccc(N)cc2)CC)CC(=O)Nc3c(C(OC)=O)cccc3,O=C(CSc1nnc(-c2ccccc2)[nH]1)Nc1ccccc1
220,860223,training set,,1.0,1.0,0.0,,O=C1N(C(Nc2c1cccc2)c3ccc(cc3)C)Cc4occc4,O=C1c2ccccc2NC(c2ccccc2)N1Cc1ccco1
221,860227,training set,,0.0,0.0,0.0,0.0,O1c2c(OC1)cc3[nH]c(c(NC(=O)CN4CCC5(OCCO5)CC4)c3c2)C(OCC)=O,O=C(CN1CCC2(CC1)OCCO2)Nc1c[nH]c2cc3c(cc12)OCO3
222,860250,training set,,0.0,0.0,0.0,0.0,s1c2n(c(nn2)-c3ccncc3)cc1C,c1cc(-c2nnc3sccn23)ccn1
223,860294,training set,1.0,1.0,1.0,,0.0,O(c1cc(C=2Nc3n(nnn3)C(C2)c4ccccc4)ccc1)C,C1=C(c2ccccc2)Nc2nnnn2C1c1ccccc1
224,860350,training set,,0.0,,0.0,,Brc1cc(c(O)cc1)CNn2cnnc2,c1ccc(CNn2cnnc2)cc1
225,860472,training set,,,,1.0,1.0,O1c2c(OC1)cc3[nH]c(c(NC(=O)CN4Cc5c(CC4)cccc5)c3c2)C(OCC)=O,O=C(CN1CCc2ccccc2C1)Nc1c[nH]c2cc3c(cc12)OCO3
226,860507,training set,0.0,0.0,0.0,0.0,,OC1=C(C(N(C1=O)c2noc(c2)C)c3cc(OC)c(OC)cc3)C(=O)c4cc(OC)c(OC)cc4,O=C(C1=CC(=O)N(c2ccon2)C1c1ccccc1)c1ccccc1
227,860508,training set,1.0,1.0,,0.0,0.0,S1n2nc(cc2NC1Nc3ccccc3)C,c1ccc(NC2Nc3ccnn3S2)cc1
228,860591,training set,0.0,0.0,,0.0,,s1c(C2N(C(=O)C(O)=C2C(=O)c3cc(OC)ccc3)c4noc(c4)C)ccc1,O=C(C1=CC(=O)N(c2ccon2)C1c1cccs1)c1ccccc1
229,860691,training set,0.0,0.0,0.0,0.0,0.0,OC1=C(C(N(C1=O)CCN(CC)CC)c2ncccc2)C(=O)c3cc(OC)ccc3,O=C1C=C(C(=O)c2ccccc2)C(c2ccccn2)N1
230,860723,training set,0.0,,1.0,0.0,,o1c(C(=O)C=2C(N(C(=O)C2O)c3noc(c3)C)c4c(OC)c(OC)ccc4)cc5c1cccc5,O=C(C1=CC(=O)N(c2ccon2)C1c1ccccc1)c1cc2ccccc2o1
231,860735,training set,,0.0,0.0,1.0,,Oc1n(cnc2-c1nc3c2cc(cc3)C)CC4N(CCC4)CC,c1ccc2c3ncn(CC4CCCN4)cc-3nc2c1
232,860758,training set,1.0,1.0,,0.0,1.0,O=C(NCCCOC)c1c2nc3c(nc2n(/N=C/c4ncccc4)c1N)cccc3,C(=N/n1ccc2nc3ccccc3nc21)\c1ccccn1
233,860782,training set,0.0,0.0,,0.0,,O=c1n(c(nc2n(/N=C(/OCC)\C)c3nc4c(nc3c21)cccc4)C)CC(C)C,O=c1[nH]cnc2[nH]c3nc4ccccc4nc3c12
234,860830,training set,,,0.0,,,O(c1c(NC(=O)CN2CCCCC2)c3c(c(n(c3cc1)C)C)C(OCC)=O)C,O=C(CN1CCCCC1)Nc1cccc2[nH]ccc12
235,860868,training set,0.0,0.0,0.0,,,O(c1c(NC(=O)CN2CCN(CC2)Cc3ccccc3)c4c(c(n(c4cc1)C)C)C(OCC)=O)C,O=C(CN1CCN(Cc2ccccc2)CC1)Nc1cccc2[nH]ccc12
236,860889,training set,0.0,0.0,0.0,0.0,0.0,OC1=C(C(N(C1=O)CCN2CCOCC2)c3cc(OC)c(OCCC)cc3)C(=O)c4occc4,O=C(C1=CC(=O)N(CCN2CCOCC2)C1c1ccccc1)c1ccco1
237,860967,training set,0.0,1.0,0.0,1.0,0.0,Oc1cc(N(c2ccc(cc2)C)CC3=NCCN3)ccc1,c1ccc(N(CC2=NCCN2)c2ccccc2)cc1
238,860968,training set,,,,0.0,1.0,ON(C1C(=O)N(C(=O)C1)Cc2ccccc2)C3C(=O)N(C(=O)C3)Cc4ccccc4,O=C1CC(NC2CC(=O)N(Cc3ccccc3)C2=O)C(=O)N1Cc1ccccc1
239,860986,training set,,1.0,,,,O(C(=O)C(c1nc2c(nc1N3CCN(CC3)CC)cccc2)C#N)CCCCCC,c1ccc2nc(N3CCNCC3)cnc2c1
240,861014,training set,0.0,0.0,0.0,,,O=C1N(C(c2c1[nH]nc2C)c3ncccc3)c4ccc(cc4)C,O=C1c2[nH]ncc2C(c2ccccn2)N1c1ccccc1
241,861075,training set,1.0,1.0,1.0,,1.0,O1c2c(OC1)ccc(C(=O)Nc3c4c([nH]c3C(OCC)=O)ccc(OC)c4)c2,O=C(Nc1c[nH]c2ccccc12)c1ccc2c(c1)OCO2
242,861108,training set,0.0,0.0,0.0,0.0,0.0,OC1=C(C(N(C1=O)CCOCCO)c2cnccc2)C(=O)c3ccc(OCC)cc3,O=C1C=C(C(=O)c2ccccc2)C(c2cccnc2)N1
243,861145,training set,0.0,,0.0,0.0,0.0,S1(=O)(=O)N(C(=O)c2c1cccc2)CC(=O)N3CCC(CC3)C(=O)N,O=C(CN1C(=O)c2ccccc2S1(=O)=O)N1CCCCC1
244,861256,training set,1.0,0.0,1.0,0.0,,O(c1cc2c(NC(=O)c3nonc3C)c([nH]c2cc1OC)C(OCC)=O)C,O=C(Nc1c[nH]c2ccccc12)c1cnon1
245,861400,training set,,1.0,,0.0,,S1c2n(N=C(c3cc(O)c(O)cc3)C1)c(nn2)-c4c(OC)cccc4,c1ccc(C2=Nn3c(nnc3-c3ccccc3)SC2)cc1
246,861403,training set,1.0,1.0,,,,Fc1cc(-c2[nH]nc(-c3cc(OC)c(OC)cc3)c2)c(O)cc1,c1ccc(-c2cc(-c3ccccc3)[nH]n2)cc1
247,861425,training set,1.0,,1.0,,1.0,O1c2c(OC1)ccc(C(=O)Nc3c4c([nH]c3C(OC)=O)cc(OC)cc4)c2,O=C(Nc1c[nH]c2ccccc12)c1ccc2c(c1)OCO2
248,861468,training set,1.0,,1.0,0.0,1.0,s1c2n(nc1-c3ccc(cc3)C)c(nn2)-c4cc(OC)ccc4,c1ccc(-c2nn3c(-c4ccccc4)nnc3s2)cc1
249,861506,training set,1.0,1.0,,0.0,0.0,Oc1n(cnc2-c1nc3c2ccc(OC)c3)CCCOCC,c1ccc2c3nc[nH]cc-3nc2c1
250,861546,training set,,1.0,,0.0,1.0,Clc1cc(NC(=O)CSc2oc(nn2)CCNC(OC(C)(C)C)=O)ccc1,O=C(CSc1nnco1)Nc1ccccc1
251,861552,training set,0.0,,1.0,0.0,,O1N(C(C2C1C(=O)N(C2=O)c3ccccc3)c4ccncc4)c5ccccc5,O=C1C2ON(c3ccccc3)C(c3ccncc3)C2C(=O)N1c1ccccc1
252,861598,training set,1.0,,1.0,0.0,,O=C(Nc1nn(c2nc3c(cc21)cccc3)CCC)CC(C)C,c1ccc2nc3[nH]ncc3cc2c1
253,861630,training set,0.0,0.0,0.0,0.0,0.0,o1c(C(=O)Nc2nn(nn2)C)ccc1,O=C(Nc1nn[nH]n1)c1ccco1
254,861640,training set,,1.0,0.0,,1.0,S(c1n(c(nn1)-c2nccnc2)C)CC(=O)Nc3c(OCC)cccc3,O=C(CSc1nnc(-c2cnccn2)[nH]1)Nc1ccccc1
255,861742,training set,1.0,0.0,0.0,0.0,,O(C(=O)c1[nH]c2c(c1NC(=O)c3nonc3C)cccc2)CC,O=C(Nc1c[nH]c2ccccc12)c1cnon1
256,861762,training set,1.0,1.0,1.0,1.0,1.0,Clc1ccc(-c2c([nH]nc2C)-c3c(O)cc(O)cc3)cc1,c1ccc(-c2cn[nH]c2-c2ccccc2)cc1
257,861767,training set,1.0,,,0.0,,S1c2n(N=C(c3ccc(OC)cc3)C1)c(nn2)-c4ccc(OCC)cc4,c1ccc(C2=Nn3c(nnc3-c3ccccc3)SC2)cc1
258,861781,training set,0.0,1.0,,0.0,,P(OCC(C)C)(=O)(C(O)c1c(F)cccc1)c2ccc(N(C)C)cc2,O=[PH](Cc1ccccc1)c1ccccc1
259,861833,training set,,,0.0,0.0,1.0,S(c1n(N)c(nn1)-c2cc(OC)c(OC)cc2)CC(=O)Nc3c(OC)ccc(c3)C,O=C(CSc1nnc(-c2ccccc2)[nH]1)Nc1ccccc1
260,861895,training set,,1.0,1.0,,1.0,S(=O)(=O)(c1c2nc3c(nc2n(c1N)Cc4occc4)cccc3)c5ccccc5,O=S(=O)(c1ccccc1)c1cn(Cc2ccco2)c2nc3ccccc3nc12
261,861899,training set,1.0,1.0,1.0,1.0,1.0,Clc1ccc(-c2c([nH]nc2)-c3c(O)cc(O)cc3)cc1,c1ccc(-c2cn[nH]c2-c2ccccc2)cc1
262,861918,training set,1.0,1.0,1.0,0.0,1.0,S1c2n(N=C(c3ccc(OCC)cc3)C1)c(nn2)-c4c(OC)cccc4,c1ccc(C2=Nn3c(nnc3-c3ccccc3)SC2)cc1
263,861921,training set,1.0,1.0,1.0,1.0,1.0,O(c1cc2[nH]c3c(ncnc3N4CCN(CC4)Cc5cc6OCOc6cc5)c2cc1)C,c1ccc2c(c1)[nH]c1c(N3CCN(Cc4ccc5c(c4)OCO5)CC3)ncnc12
264,861945,training set,1.0,1.0,1.0,0.0,,S1c2n(N=C(C(C)(C)C)C1)c(nn2)-c3cc(OC)ccc3,C1=Nn2c(nnc2-c2ccccc2)SC1
265,861962,training set,0.0,,0.0,,0.0,O=C(N)/C(=N\O)/c1ccccc1,c1ccccc1
266,862054,training set,0.0,,,,,O(C(=O)C(c1nc2c(nc1N3CCN(CC3)CC)cccc2)C#N)C4CCCCC4,O=C(Cc1nc2ccccc2nc1N1CCNCC1)OC1CCCCC1
267,862116,training set,1.0,0.0,0.0,0.0,1.0,O(c1cc2c(NC(=O)c3cc4OCOc4cc3)c([nH]c2cc1OC)C(OCC)=O)C,O=C(Nc1c[nH]c2ccccc12)c1ccc2c(c1)OCO2
268,862310,training set,1.0,1.0,1.0,0.0,1.0,S(c1nc(nc2c1oc3c2cccc3)C)CC(=O)Nc4cc5OCCOc5cc4,O=C(CSc1ncnc2c1oc1ccccc12)Nc1ccc2c(c1)OCCO2
269,862330,training set,0.0,,0.0,0.0,0.0,N1(CN=C(NC1)NC#N)CCc2ccccc2,C1=NCN(CCc2ccccc2)CN1
270,862353,training set,0.0,,,0.0,0.0,O(C(=O)[C@@H](NC(=O)Nc1ccc(cc1)C(=O)C)C(C)C)C,c1ccccc1
271,862459,training set,1.0,0.0,,0.0,,O=c1n(cnc2n(c3nc4c(nc3c21)cccc4)-c5ccccc5)CCCOCC,O=c1[nH]cnc2c1c1nc3ccccc3nc1n2-c1ccccc1
272,862488,training set,0.0,0.0,0.0,0.0,0.0,O=C1N(c2c(C13N(C(=O)C(O)=C3C(=O)c4cc5OCCOc5cc4)CCCOC)cccc2)CCC,O=C1C=C(C(=O)c2ccc3c(c2)OCCO3)C2(N1)C(=O)Nc1ccccc12
273,862506,training set,0.0,1.0,,1.0,,O=C(N1CCN(CC1)Cc2ccccc2)N[C@H](C(OC)=O)Cc3ccccc3,O=C(NCCc1ccccc1)N1CCN(Cc2ccccc2)CC1
274,862611,training set,0.0,0.0,0.0,0.0,0.0,O=C(C=1C(N(C(=O)C1O)CCN(C)C)c2ccncc2)c3n4c(nc3C)c(ccc4)C,O=C1C=C(C(=O)c2cnc3ccccn23)C(c2ccncc2)N1
275,862646,training set,,1.0,1.0,,1.0,OC1=C(C(N(C1=O)CCCn2cncc2)c3ccc(OC(C)C)cc3)C(=O)c4oc(cc4)C,O=C(C1=CC(=O)N(CCCn2ccnc2)C1c1ccccc1)c1ccco1
276,862672,training set,0.0,0.0,1.0,0.0,0.0,S(=O)(=O)(N)c1ccc(N2C(C(=C(O)C2=O)C(OCC)=O)c3ccc(OC)cc3)cc1,O=C1C=CC(c2ccccc2)N1c1ccccc1
277,862891,training set,0.0,,0.0,,0.0,s1c(C(=O)C=2C(N(C(=O)C2O)CCN3CCOCC3)c4oc(cc4)C)c(nc1C)C,O=C(C1=CC(=O)N(CCN2CCOCC2)C1c1ccco1)c1cncs1
278,862915,training set,1.0,1.0,1.0,,1.0,O(C(=O)c1[nH]c2c(c1NC(=O)CN3c4c(CCC3)cccc4)ccc(c2)C)C,O=C(CN1CCCc2ccccc21)Nc1c[nH]c2ccccc12
279,863009,training set,0.0,0.0,,0.0,,O=C(C=1C(N(C(=O)C1O)CCCn2cncc2)c3ccncc3)c4n5c(nc4C)cccc5,O=C(C1=CC(=O)N(CCCn2ccnc2)C1c1ccncc1)c1cnc2ccccn12
280,863013,training set,0.0,1.0,0.0,0.0,,O(C(=O)N1C(C(=O)NCCc2ccccc2)CCC1)C(C)(C)C,O=C(NCCc1ccccc1)C1CCCN1
281,863043,training set,0.0,0.0,0.0,0.0,0.0,S(=O)(=O)(N[C@H](C(=O)N1CCC(CC1)C(=O)NCC(=O)O)C(C)C)c2ccc(cc2)C,O=C(CNS(=O)(=O)c1ccccc1)N1CCCCC1
282,863062,training set,0.0,1.0,1.0,0.0,,o1c(nc(c1NCCN2CCOCC2)C#N)-c3ccc(OCc4ccccc4)cc3,c1ccc(COc2ccc(-c3ncc(NCCN4CCOCC4)o3)cc2)cc1
284,863214,training set,,1.0,,0.0,0.0,Fc1ccc(COc2cc3c(OCC3=O)cc2)cc1,O=C1COc2ccc(OCc3ccccc3)cc21
285,863281,training set,0.0,0.0,0.0,,0.0,s1c2n3c(n(c(=O)c2c4c1CN(CC4)C)-c5ccccc5)nnc3,O=c1c2c3c(sc2n2cnnc2n1-c1ccccc1)CNCC3
286,863343,training set,0.0,,0.0,0.0,0.0,o1c(-c2nc3n(n2)cnc4n(ncc34)-c5c(cc(cc5)C)C)ccc1,c1ccc(-n2ncc3c2ncn2nc(-c4ccco4)nc32)cc1
