accession_number,description,similar_entities,author,title,journal_reference,pmid,group,subgroup
CHOC760104,"Proportion of residues 100% buried (Chothia, 1976)","[('CHOC760103', 0.907), ('JANJ780102', 0.903), ('KYTJ820101', 0.889), ('JANJ790101', 0.886), ('OLSK800101', 0.872), ('JURD980101', 0.87), ('WOLR810101', 0.868), ('WOLR790101', 0.851), ('PONP800104', 0.844), ('JANJ790102', 0.835), ('DESM900102', 0.824), ('NADH010102', 0.817), ('WARP780101', 0.815), ('NADH010101', 0.804), ('GUYH850105', -0.822), ('CHOC760102', -0.845), ('GUYH850104', -0.845), ('JANJ780103', -0.851), ('JANJ780101', -0.854), ('OOBM770101', -0.857)]","Chothia, C.",The nature of the accessible and buried surfaces in proteins,"J. Mol. Biol. 105, 1-14 (1976) (normalized by the total number)",PMID:994183,indices,"H,Hydrophobicity"
CHOP780101,"Normalized frequency of beta-turn (Chou-Fasman, 1978a)","[('PALJ810106', 0.977), ('TANS770110', 0.956), ('CHAM830101', 0.946), ('CHOP780203', 0.94), ('CHOP780216', 0.929), ('CHOP780210', 0.921), ('ROBB760113', 0.907), ('GEIM800108', 0.899), ('QIAN880133', 0.897), ('QIAN880132', 0.896), ('LEVM780103', 0.893), ('PRAM900104', 0.891), ('LEVM780106', 0.89), ('ROBB760108', 0.887), ('BEGF750103', 0.885), ('ISOY800103', 0.885), ('CRAJ730103', 0.882), ('GEIM800111', 0.878), ('PALJ810105', 0.868), ('ROBB760110', 0.863), ('NAGK730103', 0.827), ('QIAN880131', 0.824), ('AURR980114', -0.803), ('BEGF750101', -0.803), ('QIAN880107', -0.809), ('KANM800103', -0.824), ('AURR980109', -0.837), ('SUEM840101', -0.845)]","Chou, P.Y. and Fasman, G.D.",Empirical predictions of protein conformation,"Ann. Rev. Biochem. 47, 251-276 (1978)",PMID:354496,indices,"A,alpha and turn propensities"
CHOP780201,"Normalized frequency of alpha-helix (Chou-Fasman, 1978b)","[('PALJ810102', 0.981), ('ROBB760101', 0.969), ('ISOY800101', 0.959), ('MAXF760101', 0.956), ('KANM800101', 0.956), ('TANS770101', 0.947), ('BURA740101', 0.917), ('GEIM800101', 0.912), ('KANM800103', 0.912), ('NAGK730101', 0.886), ('LEVM780104', 0.886), ('PALJ810101', 0.881), ('QIAN880106', 0.874), ('PRAM900102', 0.873), ('LEVM780101', 0.873), ('GEIM800104', 0.868), ('RACS820108', 0.868), ('AURR980108', 0.867), ('AURR980109', 0.859), ('AURR980112', 0.856), ('CRAJ730101', 0.851), ('QIAN880107', 0.843), ('BEGF750101', 0.841), ('QIAN880105', 0.835), ('AURR980114', 0.828), ('AURR980115', 0.816), ('AURR980110', 0.814), ('PALJ810109', 0.814), ('AURR980111', 0.813), ('ROBB760103', 0.806), ('MUNV940101', -0.802), ('CRAJ730103', -0.808), ('ROBB760113', -0.811), ('MUNV940102', -0.812), ('CHAM830101', -0.828), ('NAGK730103', -0.837)]","Chou, P.Y. and Fasman, G.D.",Prediction of the secondary structure of proteins from their amino acid sequence,"Adv. Enzymol. 47, 45-148 (1978)",PMID:364941,indices,"A,alpha and turn propensities"
CHOP780202,"Normalized frequency of beta-sheet (Chou-Fasman, 1978b)","[('PALJ810104', 0.97), ('LIFS790101', 0.947), ('KANM800102', 0.945), ('PALJ810103', 0.937), ('ROBB760106', 0.931), ('LEVM780105', 0.93), ('GEIM800107', 0.929), ('QIAN880120', 0.915), ('PTIO830102', 0.913), ('QIAN880121', 0.911), ('LIFS790103', 0.908), ('GEIM800105', 0.89), ('ROBB760105', 0.885), ('BASU050101', 0.883), ('BASU050103', 0.874), ('PONP930101', 0.867), ('NAGK730102', 0.858), ('QIAN880119', 0.855), ('CHOP780208', 0.851), ('BASU050102', 0.841), ('KANM800104', 0.839), ('GEIM800106', 0.839), ('LEVM780102', 0.833), ('PRAM900103', 0.833), ('NISK860101', 0.832), ('SWER830101', 0.823), ('CORJ870102', 0.822), ('CHOP780209', 0.822), ('CORJ870101', 0.815), ('PALJ810112', 0.815), ('PONP800108', 0.809), ('PALJ810110', 0.808), ('MANP780101', 0.805), ('VENT840101', 0.805), ('MIYS990102', -0.801), ('PUNT030102', -0.803), ('VINM940102', -0.81), ('OOBM770103', -0.82), ('GEIM800110', -0.824), ('MIYS990103', -0.825), ('MIYS990104', -0.829), ('VINM940101', -0.831), ('MUNV940103', -0.892)]","Chou, P.Y. and Fasman, G.D.",Prediction of the secondary structure of proteins from their amino acid sequence,"Adv. Enzymol. 47, 45-148 (1978)",PMID:364941,indices,"B,beta propensity"
CHOP780203,"Normalized frequency of beta-turn (Chou-Fasman, 1978b)","[('CHOP780216', 0.979), ('CHOP780101', 0.94), ('TANS770110', 0.94), ('LEVM780106', 0.935), ('GEIM800111', 0.933), ('ISOY800103', 0.933), ('CHAM830101', 0.931), ('PRAM900104', 0.928), ('QIAN880132', 0.928), ('LEVM780103', 0.927), ('GEIM800108', 0.925), ('CHOP780210', 0.918), ('QIAN880133', 0.915), ('PALJ810106', 0.907), ('PALJ810105', 0.878), ('QIAN880131', 0.861), ('QIAN880134', 0.838), ('RACS770101', 0.827), ('QIAN880135', 0.811), ('CORJ870106', -0.813), ('QIAN880119', -0.814), ('CORJ870105', -0.815), ('PONP800107', -0.818), ('SUEM840101', -0.892)]","Chou, P.Y. and Fasman, G.D.",Prediction of the secondary structure of proteins from their amino acid sequence,"Adv. Enzymol. 47, 45-148 (1978)",PMID:364941,indices,"A,alpha and turn propensities"
CHOP780204,"Normalized frequency of N-terminal helix (Chou-Fasman, 1978b)","[('ROBB760102', 0.911)]","Chou, P.Y. and Fasman, G.D.",Prediction of the secondary structure of proteins from their amino acid sequence,"Adv. Enzymol. 47, 45-148 (1978)",PMID:364941,indices,"H,Hydrophobicity"
CHOP780205,"Normalized frequency of C-terminal helix (Chou-Fasman, 1978b)","[('ROBB760104', 0.841), ('QIAN880109', 0.806)]","Chou, P.Y. and Fasman, G.D.",Prediction of the secondary structure of proteins from their amino acid sequence,"Adv. Enzymol. 47, 45-148 (1978)",PMID:364941,indices,"A,alpha and turn propensities"
CHOP780206,"Normalized frequency of N-terminal non helical region (Chou-Fasman, 1978b)",[],"Chou, P.Y. and Fasman, G.D.",Prediction of the secondary structure of proteins from their amino acid sequence,"Adv. Enzymol. 47, 45-148 (1978)",PMID:364941,indices,"O,Other properties"
CHOP780207,"Normalized frequency of C-terminal non helical region (Chou-Fasman, 1978b)",[],"Chou, P.Y. and Fasman, G.D.",Prediction of the secondary structure of proteins from their amino acid sequence,"Adv. Enzymol. 47, 45-148 (1978)",PMID:364941,indices,"A,alpha and turn propensities"
CHOP780208,"Normalized frequency of N-terminal beta-sheet (Chou-Fasman, 1978b)","[('NAGK730102', 0.86), ('CHOP780202', 0.851), ('ROBB760106', 0.846), ('LIFS790101', 0.82), ('QIAN880119', 0.807), ('KANM800102', 0.804), ('QIAN880120', 0.8)]","Chou, P.Y. and Fasman, G.D.",Prediction of the secondary structure of proteins from their amino acid sequence,"Adv. Enzymol. 47, 45-148 (1978)",PMID:364941,indices,"B,beta propensity"
CHOP780209,"Normalized frequency of C-terminal beta-sheet (Chou-Fasman, 1978b)","[('PALJ810104', 0.849), ('CHOP780202', 0.822), ('VENT840101', 0.817), ('PTIO830102', 0.814), ('QIAN880121', 0.809)]","Chou, P.Y. and Fasman, G.D.",Prediction of the secondary structure of proteins from their amino acid sequence,"Adv. Enzymol. 47, 45-148 (1978)",PMID:364941,indices,"B,beta propensity"
CHOP780210,"Normalized frequency of N-terminal non beta region (Chou-Fasman, 1978b)","[('CHOP780101', 0.921), ('CHOP780203', 0.918), ('PALJ810106', 0.905), ('CHAM830101', 0.905), ('CHOP780216', 0.896), ('GEIM800108', 0.896), ('GEIM800111', 0.867), ('TANS770110', 0.858), ('QIAN880132', 0.852), ('LEVM780103', 0.852), ('PRAM900104', 0.85), ('ISOY800103', 0.829), ('QIAN880131', 0.826), ('QIAN880133', 0.82), ('NAGK730103', 0.814), ('LEVM780106', 0.812), ('PALJ810105', 0.803), ('RICJ880111', -0.804), ('BEGF750101', -0.804), ('RICJ880107', -0.818), ('PONP800107', -0.82)]","Chou, P.Y. and Fasman, G.D.",Prediction of the secondary structure of proteins from their amino acid sequence,"Adv. Enzymol. 47, 45-148 (1978)",PMID:364941,indices,"A,alpha and turn propensities"
CHOP780211,"Normalized frequency of C-terminal non beta region (Chou-Fasman, 1978b)","[('ROBB760112', 0.841)]","Chou, P.Y. and Fasman, G.D.",Prediction of the secondary structure of proteins from their amino acid sequence,"Adv. Enzymol. 47, 45-148 (1978)",PMID:364941,indices,"A,alpha and turn propensities"
CHOP780212,"Frequency of the 1st residue in turn (Chou-Fasman, 1978b)","[('PALJ810106', 0.801)]","Chou, P.Y. and Fasman, G.D.",Prediction of the secondary structure of proteins from their amino acid sequence,"Adv. Enzymol. 47, 45-148 (1978)",PMID:364941,indices,"A,alpha and turn propensities"
CHOP780213,"Frequency of the 2nd residue in turn (Chou-Fasman, 1978b)","[('TANS770104', 0.954), ('ISOY800104', 0.916), ('QIAN880134', 0.87), ('QIAN880135', 0.851), ('MUNV940104', 0.836), ('FINA910102', 0.832), ('MUNV940105', 0.826), ('GEOR030109', 0.8), ('BUNA790101', -0.822), ('BLAM930101', -0.824), ('PTIO830101', -0.835)]","Chou, P.Y. and Fasman, G.D.",Prediction of the secondary structure of proteins from their amino acid sequence,"Adv. Enzymol. 47, 45-148 (1978)",PMID:364941,indices,"A,alpha and turn propensities"
CHOP780214,"Frequency of the 3rd residue in turn (Chou-Fasman, 1978b)","[('ISOY800105', 0.923), ('TANS770105', 0.862)]","Chou, P.Y. and Fasman, G.D.",Prediction of the secondary structure of proteins from their amino acid sequence,"Adv. Enzymol. 47, 45-148 (1978)",PMID:364941,indices,"O,Other properties"
CHOP780215,"Frequency of the 4th residue in turn (Chou-Fasman, 1978b)","[('ROBB760111', 0.825)]","Chou, P.Y. and Fasman, G.D.",Prediction of the secondary structure of proteins from their amino acid sequence,"Adv. Enzymol. 47, 45-148 (1978)",PMID:364941,indices,"A,alpha and turn propensities"
CHOP780216,"Normalized frequency of the 2nd and 3rd residues in turn (Chou-Fasman, 1978b)","[('CHOP780203', 0.979), ('GEIM800111', 0.955), ('LEVM780106', 0.953), ('LEVM780103', 0.952), ('PRAM900104', 0.951), ('CHAM830101', 0.942), ('GEIM800108', 0.942), ('QIAN880133', 0.939), ('QIAN880132', 0.931), ('TANS770110', 0.93), ('CHOP780101', 0.929), ('ISOY800103', 0.921), ('PALJ810106', 0.904), ('QIAN880134', 0.9), ('CHOP780210', 0.896), ('QIAN880135', 0.884), ('PALJ810105', 0.881), ('QIAN880131', 0.873), ('NAGK730103', 0.819), ('QIAN880120', -0.8), ('CORJ870106', -0.803), ('FAUJ880102', -0.807), ('KANM800103', -0.808), ('QIAN880107', -0.808), ('ROBB760103', -0.841), ('PTIO830101', -0.855), ('SUEM840101', -0.874)]","Chou, P.Y. and Fasman, G.D.",Prediction of the secondary structure of proteins from their amino acid sequence,"Adv. Enzymol. 47, 45-148 (1978)",PMID:364941,indices,"A,alpha and turn propensities"
CIDH920101,"Normalized hydrophobicity scales for alpha-proteins (Cid et al., 1992)","[('CIDH920102', 0.921), ('CIDH920105', 0.921), ('NISK860101', 0.882), ('WERD780101', 0.878), ('CIDH920103', 0.872), ('RADA880108', 0.858), ('BASU050102', 0.858), ('ZHOH040101', 0.855), ('CORJ870102', 0.855), ('SWER830101', 0.853), ('BIOV880101', 0.847), ('ROBB790101', 0.846), ('ZHOH040103', 0.845), ('CORJ870107', 0.843), ('MIYS850101', 0.843), ('PLIV810101', 0.843), ('CORJ870104', 0.84), ('BASU050101', 0.839), ('CIDH920104', 0.833), ('CORJ870106', 0.832), ('ROSG850101', 0.831), ('CORJ870105', 0.828), ('BASU050103', 0.828), ('LEVM760106', 0.826), ('CORJ870103', 0.825), ('BIOV880102', 0.819), ('ZHOH040102', 0.811), ('PONP800101', 0.805), ('VINM940103', -0.814), ('OOBM770103', -0.818), ('KARP850102', -0.828), ('RACS770101', -0.837), ('MIYS990103', -0.838), ('GUYH850102', -0.843), ('CORJ870108', -0.845), ('MIYS990102', -0.846), ('MIYS990101', -0.847), ('MIYS990105', -0.849), ('VINM940101', -0.854), ('FUKS010103', -0.854), ('GUYH850103', -0.854), ('MIYS990104', -0.86), ('MEIH800101', -0.863), ('KARP850101', -0.864), ('PARJ860101', -0.871), ('PARS000101', -0.877), ('VINM940102', -0.885)]","Cid, H., Bunster, M., Canales, M. and Gazitua, F.",Hydrophobicity and structural classes in proteins,"Protein Engineering 5, 373-375 (1992)",PMID:1518784,indices,"H,Hydrophobicity"
CIDH920102,"Normalized hydrophobicity scales for beta-proteins (Cid et al., 1992)","[('CIDH920105', 0.969), ('ZHOH040101', 0.939), ('CIDH920101', 0.921), ('BASU050102', 0.914), ('CIDH920103', 0.911), ('ZHOH040103', 0.909), ('CIDH920104', 0.904), ('NISK860101', 0.897), ('ROBB790101', 0.896), ('NOZY710101', 0.889), ('MEEJ810101', 0.887), ('PLIV810101', 0.877), ('LEVM760106', 0.873), ('MIYS850101', 0.873), ('CORJ870102', 0.872), ('WERD780101', 0.871), ('SWER830101', 0.87), ('ROSG850101', 0.866), ('BIOV880101', 0.864), ('ZHOH040102', 0.862), ('RADA880102', 0.862), ('ARGP820101', 0.862), ('JOND750101', 0.861), ('ROSM880104', 0.859), ('TAKK010101', 0.859), ('BASU050101', 0.858), ('MEEJ800102', 0.856), ('FAUJ830101', 0.856), ('BASU050103', 0.856), ('MEEJ810102', 0.843), ('BIOV880102', 0.837), ('WIMW960101', 0.837), ('RADA880108', 0.833), ('SIMZ760101', 0.832), ('GUOD860101', 0.831), ('GOLD730101', 0.829), ('PONP930101', 0.82), ('EISD860101', 0.819), ('ZASB820101', 0.809), ('LIFS790101', 0.808), ('BLAS910101', 0.805), ('CASG920101', 0.802), ('RACS770101', -0.825), ('VINM940103', -0.826), ('FUKS010103', -0.826), ('GRAR740102', -0.842), ('MIYS990103', -0.845), ('BULH740101', -0.851), ('GUYH850102', -0.855), ('MIYS990105', -0.859), ('MEIH800101', -0.867), ('WOLS870101', -0.869), ('MIYS990102', -0.87), ('PARS000101', -0.871), ('VINM940101', -0.872), ('MIYS990101', -0.872), ('KARP850101', -0.873), ('MIYS990104', -0.877), ('OOBM770103', -0.877), ('GUYH850103', -0.904), ('VINM940102', -0.925), ('PARJ860101', -0.93)]","Cid, H., Bunster, M., Canales, M. and Gazitua, F.",Hydrophobicity and structural classes in proteins,"Protein Engineering 5, 373-375 (1992)",PMID:1518784,indices,"H,Hydrophobicity"
CIDH920103,"Normalized hydrophobicity scales for alpha+beta-proteins (Cid et al., 1992)","[('CIDH920105', 0.973), ('CIDH920104', 0.955), ('CIDH920102', 0.911), ('NISK860101', 0.909), ('MIYS850101', 0.906), ('MANP780101', 0.905), ('PLIV810101', 0.899), ('PONP930101', 0.899), ('BASU050103', 0.894), ('BASU050101', 0.894), ('RADA880108', 0.891), ('BIOV880101', 0.887), ('BASU050102', 0.887), ('ROBB790101', 0.884), ('WERD780101', 0.881), ('ZHOH040103', 0.881), ('PONP800101', 0.876), ('CIDH920101', 0.872), ('FAUJ830101', 0.868), ('CORJ870107', 0.866), ('ROSM880104', 0.866), ('SWER830101', 0.865), ('CORJ870102', 0.864), ('BIOV880102', 0.86), ('CORJ870104', 0.857), ('CORJ870103', 0.856), ('NISK800101', 0.855), ('PONP800102', 0.849), ('ROSG850102', 0.846), ('GUOD860101', 0.845), ('PONP800108', 0.841), ('BLAS910101', 0.838), ('MEEJ810101', 0.837), ('CORJ870106', 0.837), ('PONP800107', 0.833), ('ROSM880105', 0.832), ('CORJ870105', 0.832), ('ZHOH040101', 0.829), ('CASG920101', 0.827), ('ARGP820101', 0.827), ('JOND750101', 0.826), ('PONP800103', 0.823), ('CORJ870101', 0.822), ('EISD860101', 0.821), ('RADA880102', 0.819), ('LIFS790101', 0.815), ('PTIO830102', 0.807), ('MEIH800103', 0.802), ('FUKS010103', -0.804), ('PUNT030102', -0.81), ('KRIW790101', -0.819), ('PUNT030101', -0.819), ('PARS000101', -0.821), ('MEIH800102', -0.825), ('RACS770102', -0.834), ('VINM940101', -0.837), ('FASG890101', -0.846), ('BULH740101', -0.848), ('KARP850102', -0.852), ('VINM940102', -0.855), ('OOBM770103', -0.863), ('CORJ870108', -0.864), ('MIYS990103', -0.87), ('GRAR740102', -0.871), ('GUYH850102', -0.871), ('MIYS990105', -0.876), ('WOLS870101', -0.879), ('RACS770101', -0.881), ('MIYS990104', -0.883), ('GUYH850103', -0.89), ('MIYS990102', -0.899), ('MIYS990101', -0.9), ('MEIH800101', -0.905), ('PARJ860101', -0.916)]","Cid, H., Bunster, M., Canales, M. and Gazitua, F.",Hydrophobicity and structural classes in proteins,"Protein Engineering 5, 373-375 (1992)",PMID:1518784,indices,"H,Hydrophobicity"
CIDH920104,"Normalized hydrophobicity scales for alpha/beta-proteins (Cid et al., 1992)","[('CIDH920105', 0.97), ('CIDH920103', 0.955), ('NISK860101', 0.944), ('ZHOH040103', 0.941), ('BASU050103', 0.941), ('BASU050102', 0.934), ('BIOV880101', 0.933), ('PONP930101', 0.93), ('FAUJ830101', 0.922), ('MANP780101', 0.918), ('BASU050101', 0.917), ('MIYS850101', 0.915), ('RADA880108', 0.914), ('PONP800108', 0.909), ('CIDH920102', 0.904), ('ROBB790101', 0.903), ('CASG920101', 0.903), ('NISK800101', 0.9), ('ROSG850102', 0.896), ('CORJ870101', 0.896), ('WERD780101', 0.896), ('PLIV810101', 0.893), ('BIOV880102', 0.89), ('PONP800101', 0.888), ('NADH010104', 0.888), ('NADH010103', 0.885), ('BLAS910101', 0.881), ('PONP800102', 0.88), ('MEEJ810101', 0.878), ('NADH010105', 0.869), ('NADH010101', 0.865), ('PONP800103', 0.863), ('SWER830101', 0.862), ('ROSM880104', 0.86), ('CORJ870102', 0.86), ('GUOD860101', 0.86), ('ZHOH040101', 0.858), ('NADH010102', 0.856), ('ROSM880105', 0.855), ('MEIH800103', 0.853), ('PTIO830102', 0.842), ('CORJ870103', 0.841), ('MEEJ810102', 0.837), ('CORJ870107', 0.835), ('EISD860103', 0.834), ('CIDH920101', 0.833), ('PONP800107', 0.832), ('JURD980101', 0.832), ('CORJ870104', 0.832), ('LIFS790101', 0.832), ('KYTJ820101', 0.824), ('ARGP820101', 0.819), ('JOND750101', 0.818), ('RADA880102', 0.817), ('EISD860101', 0.812), ('BAEK050101', 0.809), ('JANJ780102', 0.803), ('COWR900101', 0.803), ('DESM900102', 0.802), ('KARP850101', -0.801), ('GUYH850101', -0.821), ('KUHL950101', -0.822), ('WOEC730101', -0.823), ('PUNT030101', -0.827), ('ROSM880101', -0.828), ('BULH740101', -0.829), ('CORJ870108', -0.829), ('ROSM880102', -0.831), ('KARP850102', -0.833), ('VINM940103', -0.835), ('KIDA850101', -0.836), ('RACS770102', -0.854), ('PUNT030102', -0.857), ('RACS770101', -0.864), ('KRIW790101', -0.867), ('MEIH800102', -0.868), ('VINM940101', -0.883), ('VINM940102', -0.884), ('WOLS870101', -0.891), ('GUYH850102', -0.894), ('MIYS990103', -0.902), ('FASG890101', -0.903), ('GUYH850103', -0.906), ('OOBM770103', -0.912), ('PARJ860101', -0.913), ('GRAR740102', -0.915), ('MIYS990101', -0.915), ('MIYS990102', -0.916), ('MIYS990104', -0.916), ('MIYS990105', -0.916), ('MEIH800101', -0.917)]","Cid, H., Bunster, M., Canales, M. and Gazitua, F.",Hydrophobicity and structural classes in proteins,"Protein Engineering 5, 373-375 (1992)",PMID:1518784,indices,"H,Hydrophobicity"
CIDH920105,"Normalized average hydrophobicity scales (Cid et al., 1992)","[('CIDH920103', 0.973), ('CIDH920104', 0.97), ('CIDH920102', 0.969), ('NISK860101', 0.938), ('BASU050102', 0.931), ('ZHOH040103', 0.926), ('ROBB790101', 0.921), ('CIDH920101', 0.921), ('MIYS850101', 0.916), ('BASU050103', 0.914), ('PLIV810101', 0.914), ('BIOV880101', 0.912), ('BASU050101', 0.907), ('WERD780101', 0.905), ('ZHOH040101', 0.904), ('RADA880108', 0.898), ('FAUJ830101', 0.893), ('MEEJ810101', 0.892), ('PONP930101', 0.891), ('SWER830101', 0.89), ('CORJ870102', 0.89), ('ROSM880104', 0.886), ('BIOV880102', 0.882), ('MANP780101', 0.879), ('ARGP820101', 0.867), ('JOND750101', 0.866), ('RADA880102', 0.861), ('CASG920101', 0.859), ('GUOD860101', 0.858), ('ROSG850102', 0.858), ('NOZY710101', 0.857), ('PONP800101', 0.856), ('NISK800101', 0.854), ('BLAS910101', 0.852), ('CORJ870107', 0.848), ('MEEJ810102', 0.844), ('PONP800108', 0.843), ('ROSM880105', 0.843), ('MEEJ800102', 0.84), ('TAKK010101', 0.84), ('EISD860101', 0.839), ('CORJ870104', 0.838), ('CORJ870103', 0.838), ('SIMZ760101', 0.837), ('PONP800102', 0.831), ('LIFS790101', 0.828), ('LEVM760106', 0.828), ('CORJ870101', 0.827), ('CORJ870106', 0.826), ('CORJ870105', 0.822), ('GOLD730101', 0.82), ('ZHOH040102', 0.818), ('PONP800107', 0.818), ('NADH010104', 0.817), ('PTIO830102', 0.813), ('VENT840101', 0.813), ('NADH010103', 0.81), ('PONP800103', 0.807), ('MEIH800103', 0.804), ('NADH010105', 0.8), ('WOEC730101', -0.8), ('KIDA850101', -0.803), ('PUNT030101', -0.805), ('KRIW790101', -0.816), ('FUKS010103', -0.821), ('PUNT030102', -0.822), ('MEIH800102', -0.826), ('RACS770102', -0.83), ('VINM940103', -0.832), ('KARP850102', -0.839), ('CORJ870108', -0.843), ('FASG890101', -0.86), ('PARS000101', -0.86), ('KARP850101', -0.866), ('BULH740101', -0.871), ('GRAR740102', -0.884), ('VINM940101', -0.885), ('MIYS990103', -0.886), ('RACS770101', -0.887), ('GUYH850102', -0.892), ('WOLS870101', -0.899), ('MIYS990105', -0.901), ('OOBM770103', -0.904), ('MIYS990104', -0.908), ('VINM940102', -0.91), ('MIYS990102', -0.915), ('MIYS990101', -0.916), ('MEIH800101', -0.923), ('GUYH850103', -0.927), ('PARJ860101', -0.948)]","Cid, H., Bunster, M., Canales, M. and Gazitua, F.",Hydrophobicity and structural classes in proteins,"Protein Engineering 5, 373-375 (1992)",PMID:1518784,indices,"H,Hydrophobicity"
COHE430101,"Partial specific volume (Cohn-Edsall, 1943)","[('BULH740102', 0.923)]","Cohn, E.J. and Edsall, J.T.",,"""Protein, Amino Acid, and Peptides"", Reinhold, New York (1943)",,indices,"P,Physicochemical properties"
CRAJ730101,"Normalized frequency of middle helix (Crawford et al., 1973)","[('NAGK730101', 0.925), ('BURA740101', 0.9), ('PALJ810101', 0.891), ('PRAM900102', 0.887), ('LEVM780101', 0.887), ('ROBB760101', 0.875), ('PALJ810102', 0.872), ('GEIM800101', 0.87), ('LEVM780104', 0.869), ('CHOP780201', 0.851), ('TANS770101', 0.843), ('KANM800101', 0.842), ('ISOY800101', 0.84), ('RACS820108', 0.839), ('GEIM800104', 0.838), ('MAXF760101', 0.826), ('PALJ810109', 0.811), ('NAGK730103', -0.85)]","Crawford, J.L., Lipscomb, W.N. and Schellman, C.G.",The reverse turn as a polypeptide conformation in globular proteins,"Proc. Natl. Acad. Sci. USA 70, 538-542 (1973) Reported values normalized by the total percentage",PMID:4510294,indices,"A,alpha and turn propensities"
